Galaksi,Sinif,R_kpc,Sigma_yildiz_Msun_pc2,g_bar_ms2,F4_payi,bastirma_s,M_tut_bolu_m_n
UGC04278,Sd,2.07,8.87,6.064e-12,0.813,0.8683,0.7540
UGC04278,Sd,2.35,7.86,5.815e-12,0.810,0.8995,0.8092
UGC04278,Sd,2.63,7.16,5.646e-12,0.805,0.8549,0.7308
UGC04278,Sd,2.91,6.58,5.423e-12,0.804,0.9685,0.9380
UGC04278,Sd,3.19,5.91,5.045e-12,0.808,0.9720,0.9447
UGC04278,Sd,3.46,5.23,4.657e-12,0.814,1.0957,1.2006
UGC04278,Sd,3.74,4.51,4.260e-12,0.821,1.2715,1.6167
UGC04278,Sd,4.01,3.92,3.920e-12,0.828,1.5722,2.4718
UGC04278,Sd,4.29,3.63,3.585e-12,0.835,1.7025,2.8985
UGC04278,Sd,4.57,3.30,3.679e-12,0.826,1.8540,3.4372
UGC04278,Sd,4.85,2.92,4.104e-12,0.805,2.0181,4.0729
UGC04278,Sd,5.13,2.37,4.502e-12,0.798,2.0242,4.0976
UGC04278,Sd,5.40,2.00,5.481e-12,0.785,1.7791,3.1651
UGC04278,Sd,5.68,1.78,6.828e-12,0.769,1.5018,2.2554
UGC04278,Sd,5.86,1.54,7.586e-12,0.761,1.3920,1.9377
UGC04278,Sd,6.36,0.74,1.002e-11,0.739,1.1109,1.2342
UGC04278,Sd,6.51,0.57,1.055e-11,0.735,1.0603,1.1242
UGC04278,Sd,6.69,0.40,1.004e-11,0.740,1.1114,1.2352
UGC05721,Sd,0.27,154.50,6.392e-11,0.589,1.2431,1.5453
UGC05721,Sd,0.45,90.66,6.098e-11,0.564,1.2783,1.6340
UGC05721,Sd,0.63,52.97,5.203e-11,0.569,1.5504,2.4038
UGC05721,Sd,0.81,31.39,4.292e-11,0.585,1.3929,1.9403
UGC05721,Sd,0.99,22.55,3.577e-11,0.603,1.4958,2.2374
UGC05721,Sd,1.17,14.87,3.185e-11,0.609,1.9237,3.7004
UGC05721,Sd,1.35,7.62,2.769e-11,0.625,2.4330,5.9193
UGC05721,Sd,1.53,4.59,2.499e-11,0.639,2.5905,6.7106
UGC05721,Sd,1.71,2.67,2.289e-11,0.652,2.4470,5.9880
UGC05721,Sd,1.89,1.66,2.007e-11,0.669,2.3914,5.7188
UGC05721,Sd,2.07,1.17,1.617e-11,0.693,2.4591,6.0470
UGC05721,Sd,2.25,0.76,1.285e-11,0.717,2.5852,6.6830
UGC05721,Sd,2.67,0.34,9.888e-12,0.745,2.4442,5.9741
UGC05721,Sd,3.15,0.07,8.295e-12,0.763,2.1098,4.4512
UGC05721,Sd,3.61,0.02,6.797e-12,0.782,1.9937,3.9748
UGC05721,Sd,4.04,0.01,5.821e-12,0.795,1.9139,3.6632
UGC05721,Sd,4.49,0.00,5.304e-12,0.803,1.7926,3.2135
UGC05721,Sd,4.93,0.00,5.147e-12,0.805,1.6456,2.7079
UGC05721,Sd,5.38,0.00,4.952e-12,0.808,1.5301,2.3412
UGC05721,Sd,5.86,0.00,4.495e-12,0.816,1.4895,2.2186
UGC05721,Sd,6.28,0.00,4.076e-12,0.823,1.4786,2.1862
UGC05721,Sd,6.74,0.00,3.735e-12,0.829,1.4676,2.1538
UGC06446,Sd,1.16,16.85,1.225e-11,0.698,2.5312,6.4068
UGC06446,Sd,1.74,10.07,9.546e-12,0.735,2.2705,5.1550
UGC06446,Sd,2.33,6.16,7.809e-12,0.752,2.0693,4.2820
UGC06446,Sd,2.91,4.59,7.846e-12,0.756,1.7494,3.0604
UGC06446,Sd,3.49,3.22,7.394e-12,0.760,1.6476,2.7146
UGC06446,Sd,4.07,2.46,5.982e-12,0.775,1.8058,3.2610
UGC06446,Sd,4.65,1.18,5.887e-12,0.780,1.7524,3.0709
UGC06446,Sd,5.23,0.83,6.116e-12,0.781,1.5781,2.4904
UGC06446,Sd,5.81,0.61,6.064e-12,0.784,1.3652,1.8639
UGC06446,Sd,6.40,0.43,6.166e-12,0.784,1.2201,1.4887
UGC06446,Sd,6.98,0.29,6.213e-12,0.785,1.1082,1.2282
UGC06446,Sd,7.62,0.19,6.305e-12,0.785,0.9956,0.9913
UGC06446,Sd,8.28,0.12,5.817e-12,0.792,1.0124,1.0250
UGC06446,Sd,8.90,0.08,4.736e-12,0.808,1.0595,1.1225
UGC06446,Sd,9.52,0.06,4.423e-12,0.814,0.9907,0.9815
UGC06446,Sd,10.22,0.00,4.211e-12,0.818,0.8523,0.7264
UGC06930,Sd,3.50,20.42,1.689e-11,0.647,1.6356,2.6753
UGC06930,Sd,5.24,12.49,1.412e-11,0.685,1.3128,1.7233
UGC06930,Sd,6.98,8.99,1.297e-11,0.697,1.0824,1.1716
UGC06930,Sd,8.72,5.46,1.165e-11,0.706,0.9922,0.9845
UGC06930,Sd,10.47,3.02,1.066e-11,0.715,0.9265,0.8585
UGC06930,Sd,12.19,1.33,9.751e-12,0.729,0.8310,0.6906
UGC06930,Sd,13.94,0.42,8.353e-12,0.748,0.7561,0.5716
UGC06930,Sd,15.68,0.00,6.464e-12,0.776,0.7900,0.6241
UGC06930,Sd,16.61,0.00,5.726e-12,0.787,0.8041,0.6466
UGC07603,Sd,0.34,53.40,2.031e-11,0.379,1.3138,1.7260
UGC07603,Sd,0.68,33.16,2.050e-11,0.647,0.7952,0.6324
UGC07603,Sd,1.02,14.18,1.695e-11,0.668,1.1402,1.3002
UGC07603,Sd,1.37,8.82,1.393e-11,0.688,1.5157,2.2975
UGC07603,Sd,1.71,4.15,1.375e-11,0.695,1.5288,2.3371
UGC07603,Sd,2.05,2.19,1.200e-11,0.714,1.5344,2.3545
UGC07603,Sd,2.39,1.15,9.407e-12,0.739,1.5083,2.2751
UGC07603,Sd,2.74,0.59,7.054e-12,0.767,1.5324,2.3482
UGC07603,Sd,3.08,0.31,5.723e-12,0.786,1.6189,2.6207
UGC07603,Sd,3.42,0.17,5.063e-12,0.798,1.5376,2.3642
UGC07603,Sd,3.76,0.09,4.563e-12,0.808,1.5468,2.3924
UGC07603,Sd,4.11,0.00,4.048e-12,0.818,1.5537,2.4138
UGC08550,Sd,0.49,29.43,1.038e-11,0.443,3.7554,14.1032
UGC08550,Sd,0.97,17.22,1.247e-11,0.682,1.7871,3.1939
UGC08550,Sd,1.47,6.05,1.151e-11,0.703,1.4386,2.0695
UGC08550,Sd,1.95,2.21,9.107e-12,0.730,1.2611,1.5903
UGC08550,Sd,2.44,0.45,6.287e-12,0.773,1.2826,1.6450
UGC08550,Sd,2.92,0.18,4.341e-12,0.807,1.3905,1.9336
UGC08550,Sd,3.41,0.07,3.644e-12,0.823,1.3741,1.8881
UGC08550,Sd,3.89,0.03,3.317e-12,0.832,1.3393,1.7938
UGC08550,Sd,4.39,0.01,3.600e-12,0.828,1.2140,1.4738
UGC08550,Sd,4.88,0.01,3.892e-12,0.824,0.9849,0.9700
UGC08550,Sd,5.36,0.00,3.670e-12,0.828,0.9212,0.8487
F583-1,Sdm–Sm,0.44,15.87,2.404e-12,0.894,0.2441,0.0596
F583-1,Sdm–Sm,0.77,13.02,3.532e-12,0.865,0.0570,0.0032
F583-1,Sdm–Sm,0.89,11.58,3.739e-12,0.857,0.3258,0.1061
F583-1,Sdm–Sm,1.22,8.74,3.814e-12,0.847,0.5123,0.2625
F583-1,Sdm–Sm,1.55,5.65,3.342e-12,0.854,0.8554,0.7317
F583-1,Sdm–Sm,1.80,5.25,2.816e-12,0.867,0.8678,0.7530
F583-1,Sdm–Sm,2.21,5.07,2.481e-12,0.873,1.2915,1.6680
F583-1,Sdm–Sm,2.31,4.96,2.449e-12,0.873,1.4540,2.1141
F583-1,Sdm–Sm,2.54,4.60,2.380e-12,0.873,1.4243,2.0286
F583-1,Sdm–Sm,3.10,4.28,2.288e-12,0.870,1.6746,2.8044
F583-1,Sdm–Sm,3.43,3.80,2.425e-12,0.860,1.8121,3.2837
F583-1,Sdm–Sm,3.86,3.02,2.532e-12,0.849,1.9087,3.6430
F583-1,Sdm–Sm,4.09,2.71,2.558e-12,0.844,2.0099,4.0395
F583-1,Sdm–Sm,4.37,2.38,2.602e-12,0.842,1.9333,3.7375
F583-1,Sdm–Sm,4.76,1.95,2.663e-12,0.840,1.9713,3.8859
F583-1,Sdm–Sm,5.40,1.39,2.815e-12,0.837,1.9156,3.6695
F583-1,Sdm–Sm,5.86,1.07,2.923e-12,0.836,1.7457,3.0475
F583-1,Sdm–Sm,6.08,0.96,2.954e-12,0.836,1.7130,2.9344
F583-1,Sdm–Sm,6.43,0.81,3.034e-12,0.835,1.5217,2.3157
F583-1,Sdm–Sm,6.97,0.62,3.222e-12,0.833,1.5208,2.3128
F583-1,Sdm–Sm,7.96,0.46,3.512e-12,0.829,1.3378,1.7898
F583-1,Sdm–Sm,10.29,0.18,3.925e-12,0.823,1.0261,1.0529
F583-1,Sdm–Sm,15.49,0.00,3.569e-12,0.832,0.6945,0.4823
F583-1,Sdm–Sm,16.26,0.00,3.409e-12,0.835,0.6534,0.4269
IC2574,Sdm–Sm,1.14,7.46,2.043e-12,0.851,0.2311,0.0534
IC2574,Sdm–Sm,1.42,6.54,2.203e-12,0.861,0.2896,0.0839
IC2574,Sdm–Sm,1.71,5.79,2.434e-12,0.859,0.2783,0.0775
IC2574,Sdm–Sm,1.99,5.40,2.718e-12,0.851,0.2359,0.0557
IC2574,Sdm–Sm,2.28,4.62,2.726e-12,0.851,0.4459,0.1988
IC2574,Sdm–Sm,2.55,4.21,2.822e-12,0.848,0.4404,0.1940
IC2574,Sdm–Sm,2.84,3.69,2.794e-12,0.848,0.4654,0.2166
IC2574,Sdm–Sm,3.13,3.46,2.746e-12,0.849,0.5515,0.3041
IC2574,Sdm–Sm,3.41,2.94,2.670e-12,0.851,0.5783,0.3344
IC2574,Sdm–Sm,3.70,2.85,2.432e-12,0.859,0.5620,0.3158
IC2574,Sdm–Sm,3.98,2.94,2.211e-12,0.865,0.7205,0.5191
IC2574,Sdm–Sm,4.26,3.04,2.206e-12,0.862,0.5493,0.3018
IC2574,Sdm–Sm,4.55,3.25,2.552e-12,0.850,0.6130,0.3758
IC2574,Sdm–Sm,4.84,2.88,2.899e-12,0.836,0.4818,0.2321
IC2574,Sdm–Sm,5.12,2.30,3.048e-12,0.832,0.5317,0.2827
IC2574,Sdm–Sm,5.41,2.15,3.017e-12,0.832,0.5362,0.2875
IC2574,Sdm–Sm,5.68,2.02,3.107e-12,0.828,0.5430,0.2949
IC2574,Sdm–Sm,5.97,1.71,3.142e-12,0.826,0.5629,0.3168
IC2574,Sdm–Sm,6.26,1.38,3.264e-12,0.824,0.6010,0.3612
IC2574,Sdm–Sm,6.54,1.07,3.379e-12,0.823,0.6366,0.4052
IC2574,Sdm–Sm,6.83,0.83,3.301e-12,0.826,0.6434,0.4140
IC2574,Sdm–Sm,7.10,0.78,3.271e-12,0.828,0.6371,0.4060
IC2574,Sdm–Sm,7.39,0.77,3.216e-12,0.830,0.6691,0.4477
IC2574,Sdm–Sm,7.68,0.70,3.274e-12,0.829,0.7121,0.5071
IC2574,Sdm–Sm,7.96,0.62,3.289e-12,0.829,0.6316,0.3990
IC2574,Sdm–Sm,8.25,0.56,3.271e-12,0.830,0.5127,0.2629
IC2574,Sdm–Sm,8.52,0.51,3.139e-12,0.833,0.7904,0.6248
IC2574,Sdm–Sm,8.81,0.46,3.066e-12,0.834,0.6742,0.4546
IC2574,Sdm–Sm,9.10,0.41,3.023e-12,0.835,0.6686,0.4470
IC2574,Sdm–Sm,9.38,0.38,3.053e-12,0.834,0.7816,0.6110
IC2574,Sdm–Sm,9.67,0.34,3.186e-12,0.831,0.7061,0.4985
IC2574,Sdm–Sm,9.96,0.00,3.170e-12,0.833,0.7260,0.5271
IC2574,Sdm–Sm,10.23,0.00,3.249e-12,0.833,0.6909,0.4774
NGC0055,Sdm–Sm,1.23,29.00,1.487e-11,0.583,0.3289,0.1082
NGC0055,Sdm–Sm,1.84,19.01,1.550e-11,0.676,0.2901,0.0842
NGC0055,Sdm–Sm,2.46,14.75,1.501e-11,0.691,0.2822,0.0797
NGC0055,Sdm–Sm,3.07,10.82,1.452e-11,0.698,0.3570,0.1274
NGC0055,Sdm–Sm,3.68,8.16,1.420e-11,0.703,0.4623,0.2137
NGC0055,Sdm–Sm,4.30,6.53,1.388e-11,0.707,0.5243,0.2748
NGC0055,Sdm–Sm,4.91,5.46,1.317e-11,0.714,0.5414,0.2931
NGC0055,Sdm–Sm,5.52,4.68,1.243e-11,0.721,0.5692,0.3240
NGC0055,Sdm–Sm,6.14,4.17,1.168e-11,0.728,0.5573,0.3106
NGC0055,Sdm–Sm,6.75,3.91,1.098e-11,0.734,0.6246,0.3901
NGC0055,Sdm–Sm,7.37,3.69,1.037e-11,0.739,0.6645,0.4415
NGC0055,Sdm–Sm,7.98,3.35,9.827e-12,0.743,0.6699,0.4487
NGC0055,Sdm–Sm,8.59,2.98,9.414e-12,0.746,0.6530,0.4264
NGC0055,Sdm–Sm,9.21,2.68,8.863e-12,0.751,0.6249,0.3904
NGC0055,Sdm–Sm,9.82,2.42,8.237e-12,0.757,0.6468,0.4183
NGC0055,Sdm–Sm,10.43,2.19,7.618e-12,0.763,0.6119,0.3744
NGC0055,Sdm–Sm,11.05,1.99,6.923e-12,0.771,0.6220,0.3869
NGC0055,Sdm–Sm,11.66,1.79,6.333e-12,0.777,0.6505,0.4231
NGC0055,Sdm–Sm,12.28,1.62,5.947e-12,0.780,0.6454,0.4165
NGC0055,Sdm–Sm,12.89,1.47,5.668e-12,0.782,0.6676,0.4457
NGC0055,Sdm–Sm,13.50,0.00,5.477e-12,0.779,0.6460,0.4173
NGC3109,Sdm–Sm,0.52,4.38,9.773e-13,0.929,0.5342,0.2854
NGC3109,Sdm–Sm,0.77,4.21,1.895e-12,0.889,0.4919,0.2420
NGC3109,Sdm–Sm,1.03,3.96,2.507e-12,0.868,0.5427,0.2945
NGC3109,Sdm–Sm,1.29,3.33,3.117e-12,0.847,0.6777,0.4593
NGC3109,Sdm–Sm,1.55,2.58,3.552e-12,0.835,0.8333,0.6945
NGC3109,Sdm–Sm,1.81,2.35,3.876e-12,0.827,0.9274,0.8600
NGC3109,Sdm–Sm,2.06,1.91,4.036e-12,0.822,1.0149,1.0301
NGC3109,Sdm–Sm,2.32,1.49,3.954e-12,0.823,1.1569,1.3384
NGC3109,Sdm–Sm,2.58,1.22,3.803e-12,0.826,1.0347,1.0705
NGC3109,Sdm–Sm,2.84,1.15,3.658e-12,0.829,1.2351,1.5254
NGC3109,Sdm–Sm,3.10,1.21,3.542e-12,0.830,1.2686,1.6092
NGC3109,Sdm–Sm,3.35,0.98,3.500e-12,0.828,1.2587,1.5842
NGC3109,Sdm–Sm,3.61,0.61,3.438e-12,0.829,1.3064,1.7067
NGC3109,Sdm–Sm,3.87,0.39,3.157e-12,0.836,1.3598,1.8490
NGC3109,Sdm–Sm,4.13,0.34,2.902e-12,0.843,1.3498,1.8220
NGC3109,Sdm–Sm,4.38,0.41,2.820e-12,0.845,1.4061,1.9772
NGC3109,Sdm–Sm,4.64,0.38,2.752e-12,0.846,1.4282,2.0398
NGC3109,Sdm–Sm,4.90,0.32,2.712e-12,0.847,1.4695,2.1593
NGC3109,Sdm–Sm,5.16,0.26,2.672e-12,0.848,1.4796,2.1892
NGC3109,Sdm–Sm,5.42,0.21,2.680e-12,0.848,1.4838,2.2016
NGC3109,Sdm–Sm,5.67,0.18,2.688e-12,0.847,1.5199,2.3100
NGC3109,Sdm–Sm,5.93,0.00,2.579e-12,0.850,1.4709,2.1636
NGC3109,Sdm–Sm,6.19,0.00,2.429e-12,0.855,1.4379,2.0677
NGC3109,Sdm–Sm,6.45,0.00,2.293e-12,0.859,1.4698,2.1604
UGC00128,Sdm–Sm,3.75,14.05,1.060e-11,0.744,1.3808,1.9067
UGC00128,Sdm–Sm,6.25,7.96,6.888e-12,0.785,1.6637,2.7680
UGC00128,Sdm–Sm,8.76,5.34,5.396e-12,0.802,1.7263,2.9803
UGC00128,Sdm–Sm,11.25,4.29,4.658e-12,0.808,1.6441,2.7029
UGC00128,Sdm–Sm,13.74,3.02,4.520e-12,0.801,1.4397,2.0727
UGC00128,Sdm–Sm,16.22,1.75,4.403e-12,0.801,1.3999,1.9596
UGC00128,Sdm–Sm,18.71,1.06,4.235e-12,0.808,1.3013,1.6935
UGC00128,Sdm–Sm,21.30,0.68,4.024e-12,0.815,1.1780,1.3878
UGC00128,Sdm–Sm,23.79,0.40,3.865e-12,0.820,1.0712,1.1475
UGC00128,Sdm–Sm,26.28,0.29,3.581e-12,0.827,0.9897,0.9796
UGC00128,Sdm–Sm,28.77,0.19,3.456e-12,0.830,0.9386,0.8810
UGC00128,Sdm–Sm,31.25,0.12,3.110e-12,0.838,0.9116,0.8310
UGC00128,Sdm–Sm,33.74,0.09,2.627e-12,0.850,0.9335,0.8715
UGC00128,Sdm–Sm,36.23,0.06,2.332e-12,0.857,0.8624,0.7438
UGC00128,Sdm–Sm,38.82,0.04,2.130e-12,0.863,0.8269,0.6838
UGC00128,Sdm–Sm,41.31,0.03,1.914e-12,0.870,0.8876,0.7879
UGC00128,Sdm–Sm,43.80,0.01,1.681e-12,0.877,0.9347,0.8737
UGC00128,Sdm–Sm,46.28,0.01,1.484e-12,0.884,0.9824,0.9650
UGC00128,Sdm–Sm,48.77,0.01,1.299e-12,0.891,0.9233,0.8524
UGC00128,Sdm–Sm,51.26,0.01,1.152e-12,0.896,0.9901,0.9803
UGC00128,Sdm–Sm,53.75,0.00,1.037e-12,0.901,0.8852,0.7837
UGC00191,Sdm–Sm,0.87,39.65,1.529e-11,0.655,0.9901,0.9802
UGC00191,Sdm–Sm,1.12,30.14,1.523e-11,0.682,1.4317,2.0498
UGC00191,Sdm–Sm,1.37,24.15,1.457e-11,0.694,1.3350,1.7822
UGC00191,Sdm–Sm,1.62,20.24,1.354e-11,0.706,1.6245,2.6391
UGC00191,Sdm–Sm,2.30,15.46,1.253e-11,0.712,1.9074,3.6382
UGC00191,Sdm–Sm,4.97,2.62,9.376e-12,0.749,1.0352,1.0716
UGC00191,Sdm–Sm,7.45,0.59,7.743e-12,0.768,0.8135,0.6618
UGC00191,Sdm–Sm,9.98,0.00,5.349e-12,0.801,0.8146,0.6635
UGC01281,Sdm–Sm,0.38,11.40,1.120e-12,0.948,0.1930,0.0372
UGC01281,Sdm–Sm,0.54,10.45,1.732e-12,0.922,0.2700,0.0729
UGC01281,Sdm–Sm,0.69,10.30,1.887e-12,0.915,0.3737,0.1397
UGC01281,Sdm–Sm,0.84,9.38,2.053e-12,0.907,0.4675,0.2185
UGC01281,Sdm–Sm,1.00,8.71,2.276e-12,0.896,0.5577,0.3110
UGC01281,Sdm–Sm,1.15,7.75,2.382e-12,0.890,0.6660,0.4435
UGC01281,Sdm–Sm,1.30,6.91,3.416e-12,0.846,0.7464,0.5570
UGC01281,Sdm–Sm,1.46,5.96,3.661e-12,0.834,0.8359,0.6987
UGC01281,Sdm–Sm,1.61,4.96,4.146e-12,0.821,0.8405,0.7064
UGC01281,Sdm–Sm,1.76,4.14,4.452e-12,0.814,0.9023,0.8141
UGC01281,Sdm–Sm,1.92,3.53,4.833e-12,0.807,0.9319,0.8684
UGC01281,Sdm–Sm,2.07,3.07,5.011e-12,0.803,0.9727,0.9461
UGC01281,Sdm–Sm,2.22,2.69,5.230e-12,0.800,0.9956,0.9912
UGC01281,Sdm–Sm,2.38,2.44,5.322e-12,0.798,1.0241,1.0487
UGC01281,Sdm–Sm,2.53,2.11,5.327e-12,0.797,1.0792,1.1646
UGC01281,Sdm–Sm,2.68,1.79,5.305e-12,0.798,1.1064,1.2240
UGC01281,Sdm–Sm,2.76,1.67,5.246e-12,0.799,1.1197,1.2538
UGC01281,Sdm–Sm,3.07,1.32,5.023e-12,0.803,1.2066,1.4558
UGC01281,Sdm–Sm,3.46,1.05,4.878e-12,0.805,1.1181,1.2501
UGC01281,Sdm–Sm,3.83,0.81,4.415e-12,0.813,1.1046,1.2202
UGC01281,Sdm–Sm,4.23,0.69,3.857e-12,0.823,1.1110,1.2343
UGC01281,Sdm–Sm,4.62,0.59,3.868e-12,0.823,1.0273,1.0553
UGC01281,Sdm–Sm,4.99,0.48,3.798e-12,0.824,0.9697,0.9404
UGC02259,Sdm–Sm,1.02,27.20,1.012e-11,0.401,13.2818,176.4073
UGC02259,Sdm–Sm,2.04,15.39,1.134e-11,0.700,2.6004,6.7619
UGC02259,Sdm–Sm,3.05,8.97,1.087e-11,0.713,2.1595,4.6635
UGC02259,Sdm–Sm,4.07,4.08,9.989e-12,0.721,1.7304,2.9944
UGC02259,Sdm–Sm,5.09,2.23,7.976e-12,0.750,1.5287,2.3370
UGC02259,Sdm–Sm,6.11,1.25,7.025e-12,0.764,1.4195,2.0149
UGC02259,Sdm–Sm,7.13,0.66,6.196e-12,0.777,1.3563,1.8396
UGC02259,Sdm–Sm,8.14,0.00,4.872e-12,0.799,1.4177,2.0098
UGC04325,Sdm–Sm,1.40,30.55,1.307e-11,0.723,2.8191,7.9473
UGC04325,Sdm–Sm,2.09,21.09,1.608e-11,0.692,2.5735,6.6229
UGC04325,Sdm–Sm,2.79,14.96,1.742e-11,0.674,2.0538,4.2180
UGC04325,Sdm–Sm,3.49,8.70,1.704e-11,0.670,1.6838,2.8353
UGC04325,Sdm–Sm,4.19,4.92,1.493e-11,0.687,1.5276,2.3337
UGC04325,Sdm–Sm,4.89,2.32,1.284e-11,0.703,1.4499,2.1021
UGC04325,Sdm–Sm,5.59,0.88,1.095e-11,0.722,1.3229,1.7500
UGC04499,Sdm–Sm,1.82,12.78,1.178e-11,0.688,0.9415,0.8864
UGC04499,Sdm–Sm,2.73,7.58,1.081e-11,0.718,1.0108,1.0217
UGC04499,Sdm–Sm,3.63,4.99,1.099e-11,0.717,0.8370,0.7005
UGC04499,Sdm–Sm,4.55,2.69,9.566e-12,0.736,0.8384,0.7030
UGC04499,Sdm–Sm,5.45,1.64,8.443e-12,0.750,0.8370,0.7005
UGC04499,Sdm–Sm,6.37,1.23,7.161e-12,0.766,0.8429,0.7105
UGC04499,Sdm–Sm,7.28,0.77,6.845e-12,0.771,0.7407,0.5487
UGC04499,Sdm–Sm,8.18,0.00,6.299e-12,0.778,0.7072,0.5001
UGC05716,Sdm–Sm,1.03,15.34,7.800e-12,0.438,6.6612,44.3721
UGC05716,Sdm–Sm,2.07,5.15,6.828e-12,0.739,1.6049,2.5758
UGC05716,Sdm–Sm,3.09,2.10,5.102e-12,0.780,1.4792,2.1881
UGC05716,Sdm–Sm,4.13,1.01,4.221e-12,0.802,1.3656,1.8648
UGC05716,Sdm–Sm,5.16,0.47,3.898e-12,0.813,1.2833,1.6469
UGC05716,Sdm–Sm,6.20,0.14,3.724e-12,0.821,1.2026,1.4463
UGC05716,Sdm–Sm,7.23,0.06,3.736e-12,0.824,1.1037,1.2183
UGC05716,Sdm–Sm,8.26,0.03,3.663e-12,0.827,1.0013,1.0027
UGC05716,Sdm–Sm,9.28,0.01,3.446e-12,0.832,0.8923,0.7963
UGC05716,Sdm–Sm,10.34,0.01,3.124e-12,0.839,0.8182,0.6694
UGC05716,Sdm–Sm,11.40,0.00,2.716e-12,0.849,0.8157,0.6653
UGC05716,Sdm–Sm,12.37,0.00,2.308e-12,0.859,0.8756,0.7667
UGC05750,Sdm–Sm,1.47,10.53,3.548e-12,0.864,0.0839,0.0070
UGC05750,Sdm–Sm,2.52,8.09,3.702e-12,0.853,0.2973,0.0884
UGC05750,Sdm–Sm,3.35,6.12,3.796e-12,0.844,0.4268,0.1822
UGC05750,Sdm–Sm,4.09,5.47,3.456e-12,0.852,0.5848,0.3419
UGC05750,Sdm–Sm,4.82,5.78,3.560e-12,0.845,0.6744,0.4549
UGC05750,Sdm–Sm,6.60,4.33,4.334e-12,0.813,0.7558,0.5712
UGC05750,Sdm–Sm,7.86,3.54,4.499e-12,0.803,0.7957,0.6332
UGC05750,Sdm–Sm,9.43,2.19,4.622e-12,0.793,0.7845,0.6155
UGC05750,Sdm–Sm,11.43,0.41,3.733e-12,0.816,0.8039,0.6462
UGC05750,Sdm–Sm,22.85,0.00,2.438e-12,0.856,0.4399,0.1935
UGC05986,Sdm–Sm,1.26,60.98,2.239e-11,0.680,0.9258,0.8571
UGC05986,Sdm–Sm,1.88,52.49,2.480e-11,0.655,1.1765,1.3841
UGC05986,Sdm–Sm,2.51,39.06,2.877e-11,0.615,1.3724,1.8836
UGC05986,Sdm–Sm,3.13,24.20,2.674e-11,0.617,1.5635,2.4445
UGC05986,Sdm–Sm,3.77,16.66,2.360e-11,0.631,1.8068,3.2646
UGC05986,Sdm–Sm,4.39,12.12,2.222e-11,0.634,1.8255,3.3323
UGC05986,Sdm–Sm,5.02,6.28,2.027e-11,0.644,1.7785,3.1630
UGC05986,Sdm–Sm,5.65,3.30,1.688e-11,0.668,1.7725,3.1417
UGC05986,Sdm–Sm,6.28,1.45,1.386e-11,0.691,1.7886,3.1991
UGC05986,Sdm–Sm,6.90,0.00,1.182e-11,0.711,1.7668,3.1216
UGC05986,Sdm–Sm,7.54,0.00,9.670e-12,0.737,1.7062,2.9111
UGC05986,Sdm–Sm,8.16,0.00,8.017e-12,0.757,1.6735,2.8008
UGC05986,Sdm–Sm,8.79,0.00,7.015e-12,0.771,1.5595,2.4319
UGC05986,Sdm–Sm,9.41,0.00,6.719e-12,0.776,1.4024,1.9668
UGC06399,Sdm–Sm,1.74,18.96,1.052e-11,0.724,1.0581,1.1196
UGC06399,Sdm–Sm,2.61,13.44,9.576e-12,0.741,1.3081,1.7111
UGC06399,Sdm–Sm,3.50,9.62,1.009e-11,0.725,1.3047,1.7024
UGC06399,Sdm–Sm,4.37,5.87,9.307e-12,0.732,1.3836,1.9143
UGC06399,Sdm–Sm,5.24,3.75,8.724e-12,0.741,1.3565,1.8402
UGC06399,Sdm–Sm,6.11,2.42,7.943e-12,0.750,1.2414,1.5411
UGC06399,Sdm–Sm,6.98,1.70,7.011e-12,0.760,1.2183,1.4842
UGC06399,Sdm–Sm,7.85,0.00,6.167e-12,0.775,1.1981,1.4354
UGC06818,Sdm–Sm,0.87,38.33,1.439e-11,0.282,1.0610,1.1257
UGC06818,Sdm–Sm,1.74,18.20,1.427e-11,0.670,0.0114,0.0001
UGC06818,Sdm–Sm,2.61,9.29,1.098e-11,0.708,0.2153,0.0464
UGC06818,Sdm–Sm,3.50,5.38,8.975e-12,0.729,0.4981,0.2481
UGC06818,Sdm–Sm,4.37,3.21,7.322e-12,0.751,1.0116,1.0234
UGC06818,Sdm–Sm,5.24,1.55,6.626e-12,0.762,1.1639,1.3546
UGC06818,Sdm–Sm,6.11,0.69,5.652e-12,0.780,0.9468,0.8964
UGC06818,Sdm–Sm,6.98,0.43,4.833e-12,0.796,1.1086,1.2289
UGC06917,Sdm–Sm,2.61,29.70,2.168e-11,0.561,1.4905,2.2217
UGC06917,Sdm–Sm,3.50,19.43,1.802e-11,0.622,1.6222,2.6315
UGC06917,Sdm–Sm,4.37,14.93,1.665e-11,0.645,1.5888,2.5242
UGC06917,Sdm–Sm,5.24,9.79,1.480e-11,0.665,1.4995,2.2486
UGC06917,Sdm–Sm,6.11,8.17,1.328e-11,0.680,1.4053,1.9749
UGC06917,Sdm–Sm,6.98,5.47,1.243e-11,0.691,1.2595,1.5864
UGC06917,Sdm–Sm,7.85,4.14,1.132e-11,0.704,1.2064,1.4554
UGC06917,Sdm–Sm,8.72,3.10,1.028e-11,0.715,1.1889,1.4135
UGC06917,Sdm–Sm,9.60,2.39,9.838e-12,0.723,1.2083,1.4599
UGC06917,Sdm–Sm,10.47,1.68,9.812e-12,0.725,1.0959,1.2009
