full_name,diameter,rot_per,albedo,class,H,GM
 29903 (1999 HP9),8.627,13.292,0.180,MBA,13.14,
 29906 (1999 HF12),6.843,13.61084,0.095,MBA,14.51,
 29912 (1999 JQ10),7.183,20.402,0.124,MBA,13.75,
 29913 (1999 JO12),7.198,5.62,0.179,MBA,13.46,
 29914 (1999 JH15),11.999,8.66232,0.054,MBA,13.34,
 29915 (1999 JG18),10.206,3.7,0.068,MBA,14.13,
 29917 (1999 JP19),8.781,3.656,0.174,MBA,13.07,
 29919 (1999 JD23),9.258,9.26738,0.143,MBA,13.08,
 29920 (1999 JB26),6.525,116.098,0.199,MBA,13.68,
 29923 (1999 JE28),4.474,17.9,0.292,MBA,14.03,
 29924 (1999 JN28),6.500,7.06063,0.200,MBA,13.54,
 29934 (1999 JL46),12.719,11.402,0.083,MBA,13.35,
 29943 (1999 JZ78),40.347,11.7536,0.082,MBA,10.96,
 29945 (1999 JU83),15.367,5.26184,0.086,MBA,12.39,
 29946 (1999 JZ83),10.989,8.483,0.073,MBA,13.44,
 29951 (1999 JH86),11.077,8.574,0.086,MBA,13.24,
 29953 (1999 JW86),6.939,8.54,0.211,MBA,13.38,
 29955 (1999 JE90),5.388,3.98,0.221,MBA,14.06,
 29956 (1999 JF91),15.059,12.619,0.059,MBA,13.24,
 29958 (1999 JY91),4.811,5.95,0.210,MBA,14.09,
 29961 (1999 JB99),9.848,45.5412,0.087,MBA,13.44,
 29962 (1999 JA100),12.304,296.925,0.089,MBA,13.25,
 29967 (1999 JN104),4.507,4.219,0.263,MBA,14.12,
 29976 (1999 NE9),33.952,13.512,0.080,TJN,11.03,
 29983 Amyxu (1999 VS61),7.943,14.156,0.070,MBA,14.27,
 29994 Zuoyu (2000 AC61),2.813,46.1716,0.511,MBA,14.43,
 29997 (2000 AE127),6.634,20.038,0.064,MBA,14.88,
 30000 Camenzind (2000 AB138),2.592,38.5087,0.457,MBA,14.79,
 30006 (2000 CB30),6.177,3.82,0.243,MBA,13.65,
 30016 (2000 CA95),8.148,2.5857,0.116,MBA,13.98,
 30017 Shaundatta (2000 CQ95),3.638,2.6,0.279,MBA,14.57,
 30019 (2000 DD),2.424,5.4741,0.689,IMB,14.95,
 30024 Neildavey (2000 DM21),4.405,3,0.052,MBA,15.87,
 30072 (2000 EP93),6.106,6.08136,0.328,MBA,13.20,
 30074 (2000 EY96),9.499,54.8466,0.065,MBA,14.18,
 30075 (2000 EC97),4.179,41.5,0.254,MBA,14.33,
 30078 (2000 EB104),8.491,3.78307,0.057,MBA,14.20,
 30080 Walterworman (2000 EQ105),2.925,48.0385,0.272,MBA,15.11,
 30081 Zarinrahman (2000 EY108),3.102,11.943,0.384,MBA,14.83,
 30087 Georgeputnam (2000 EL122),1.846,345.505,0.298,MBA,16.14,
 30099 (2000 EG151),8.473,4.67809,0.081,MBA,14.42,
 30102 (2000 FC1),36.422,23.95,0.070,TJN,10.85,
 30116 (2000 FA36),6.716,2.5857,0.156,MBA,14.14,
 30126 Haviland (2000 FS41),2.054,14.2471,0.552,MBA,15.35,
 30129 Virmani (2000 FT44),1.823,7.73017,0.254,MBA,15.85,
 30141 Nelvenzon (2000 GT24),2.880,20.735,0.162,MBA,15.69,
 30143 (2000 GU29),4.011,34.4662,0.332,MBA,14.11,
 30183 Murali (2000 GL95),5.316,613.038,0.052,MBA,15.46,
 30213 (2000 GW124),3.884,4.79,0.388,MBA,14.08,
 30214 (2000 GS125),3.249,8.23,0.420,MBA,14.24,
 30216 Summerjohnson (2000 GV125),2.451,56.8338,0.511,MBA,14.77,
 30220 (2000 GP126),3.376,3.367,0.425,MBA,14.06,
 30221 LeDonne (2000 GX126),2.970,41.0563,0.194,MBA,14.77,
 30249 Zamora (2000 HF14),2.772,9.401,0.438,MBA,14.88,
 30262 (2000 HP41),8.358,21.876,0.047,MBA,13.65,
 30263 (2000 HR41),7.966,6.97626,0.070,MBA,14.38,
 30287 (2000 HK62),3.189,10.689,0.100,MBA,15.63,
 30302 Kritilall (2000 HS88),2.431,9.1923,0.227,MBA,15.51,
 30305 Severi (2000 JA),4.386,32.643,0.366,MBA,14.13,
 30307 Marcelriesz (2000 JE),7.575,6.51171,0.162,MBA,13.48,
 30311 (2000 JS10),3.574,2.266,0.311,IMB,14.23,
 30317 (2000 JR15),5.078,23.9938,0.172,MBA,14.32,
 30320 (2000 JP17),3.373,1.47,0.270,MBA,14.64,
 30323 Anyam (2000 JV17),2.460,3.29679,0.422,MBA,15.11,
 30325 Reesabpathak (2000 JV20),2.770,33.958,0.277,MBA,15.21,
 30327 Prembabu (2000 JP22),7.165,4.424,0.085,MBA,14.42,
 30329 (2000 JR23),2.921,28.4,0.520,MBA,14.44,
 30338 (2000 JW29),2.432,40.185,0.394,MBA,15.23,
 30343 (2000 JB36),2.663,7.56,0.328,MBA,15.05,
 30360 (2000 JY50),3.295,4.45228,0.340,MBA,14.59,
 30366 (2000 JC57),4.699,5.261,0.505,MBA,13.31,
 30372 Halback (2000 JK62),2.535,2.877,0.301,MBA,15.26,
 30375 Kathuang (2000 JD63),2.529,4.646,0.276,MBA,15.41,
 30376 (2000 JE65),14.147,81.9255,0.073,MBA,13.60,
 30379 Molaro (2000 JY69),6.671,18.614,0.250,MBA,13.74,
 30382 (2000 JB81),3.260,4.253,0.381,MBA,14.52,
 30383 (2000 KZ1),2.762,803.261,0.278,MBA,15.28,
 30385 (2000 KG8),4.610,4.43,0.363,MBA,13.90,
 30393 (2000 KN30),9.618,9.83276,0.069,MBA,13.91,
 30398 (2000 KM41),10.890,9.66366,0.054,MBA,13.71,
 30408 (2000 KW55),4.426,3.846427,0.394,MBA,13.70,
 30419 (2000 LU),6.785,4.259,0.184,MBA,13.77,
 30423 (2000 LG4),11.047,6.53138,0.083,MBA,13.51,
 30424 (2000 LS4),3.395,2.63424,0.351,MBA,14.48,
 30431 Michaeltran (2000 LR16),2.500,90.014,0.283,MBA,15.36,
 30441 Curly (2000 MX),9.054,6.939,0.059,MBA,14.02,
 30450 (2000 NM20),5.656,12.9599,0.152,MBA,14.28,
 30453 Cambioni (2000 NQ25),11.052,3.48412,0.145,MBA,12.86,
 30455 Joelcastro (2000 NB27),7.172,7.87,0.198,MBA,13.39,
 30457 (2000 OZ3),6.331,4.04968,0.211,MBA,13.93,
 30458 (2000 OC6),7.628,4.10106,0.159,MBA,13.52,
 30465 (2000 OY13),12.126,10.532,0.057,MBA,13.50,
 30467 (2000 OV14),8.147,5.941,0.153,MBA,13.48,
 30470 (2000 OR19),8.808,23.02,0.053,MBA,14.18,
 30475 (2000 OA32),12.147,15,0.071,MBA,13.43,
 30476 (2000 OY34),6.437,3.467,0.129,MBA,14.15,
 30480 (2000 OH40),3.614,3.171,0.491,MBA,14.16,
 30481 (2000 OX40),5.292,10.9335,0.209,MBA,14.17,
 30483 Harringtonpinto (2000 OG52),11.530,13.894,0.076,OMB,13.57,
 30491 (2000 QJ38),8.711,3.6,0.058,MBA,14.13,
 30497 (2000 QH97),16.898,312.345,0.057,MBA,12.76,
 30503 (2000 RW79),8.499,7.47524,0.353,MBA,12.66,
 30506 (2000 RO85),34.356,7.98767,0.060,TJN,11.05,
 30517 (2001 LJ15),14.992,7.41001,0.050,OMB,12.97,
 30522 (2001 MQ15),6.356,3.4,0.229,MBA,13.40,
 30537 Matteocrismani (2001 OR8),5.733,8.55219,0.072,MBA,15.08,
 30570 (2001 OO96),2.996,4.587,0.451,MBA,14.55,
 30572 (2001 OE98),7.518,2.97061,0.237,MBA,13.24,
 30575 Anacarolina (2001 OM101),10.433,183.99,0.065,MBA,13.88,
 30576 Lago (2001 OC103),6.163,69.2607,0.203,MBA,13.78,
 30577 Pinchuk (2001 OU103),1.704,60.046,0.555,IMB,15.84,
 30581 (2001 PY2),7.429,2.973,0.086,MBA,13.63,
 30584 (2001 PF9),5.726,6.37,0.196,MBA,13.90,
 30591 (2001 QG10),8.035,172.363,0.054,MBA,14.64,
 30594 (2001 QD30),15.868,4.712,0.077,MBA,12.66,
 30596 Amdeans (2001 QQ65),5.138,23.134,0.056,MBA,15.66,
 30598 (2001 QA117),6.275,8.709,0.310,MBA,13.53,
 30613 (2678 P-L),2.941,10.13,0.170,MBA,15.23,
 30627 (4269 P-L),10.488,16.7237,0.031,MBA,14.52,
 30637 (6196 P-L),4.497,52.1446,0.264,MBA,14.39,
 30657 (3258 T-1),4.240,8.36123,0.271,MBA,14.35,
 30670 (1283 T-2),7.703,10.4,0.052,MBA,14.22,
 30682 (3209 T-2),9.696,48.3087,0.082,MBA,13.84,
 30693 (5069 T-2),9.543,19.45,0.051,MBA,14.13,
 30699 (2356 T-3),2.489,14.5303,0.312,MBA,15.03,
 30705 Idaios (3365 T-3),44.546,15.736,0.074,TJN,10.47,
 30716 (5107 T-3),2.130,10.1399,0.324,MBA,15.58,
 30722 Biblioran (1978 RN5),3.282,2.8695,0.497,MBA,13.88,
 30723 (1978 RU8),8.062,60.9182,0.059,MBA,14.30,
 30724 Peterburgtrista (1978 SX2),20.694,6.004,0.086,MBA,12.07,
 30729 (1980 TA),4.738,6.31361,0.217,MBA,14.42,
 30731 (1981 EK2),4.585,8.499,0.133,MBA,15.00,
 30734 (1981 ES3),4.618,3.776,0.228,MBA,13.96,
 30749 (1981 ER26),2.183,91.9974,0.445,MBA,15.28,
 30762 (1981 ES42),4.972,16.4,0.065,MBA,15.18,
 30768 (1983 YK),18.289,20.2269,0.048,OMB,12.81,
 30770 (1984 SL4),5.400,5,0.043,MBA,15.53,
 30772 (1986 RJ1),6.323,7.994,0.092,MBA,14.89,
 30776 (1987 QY),2.727,5.8,0.376,MBA,15.15,
 30780 (1988 CA2),2.233,5.09,0.467,MBA,14.84,
 30781 (1988 CR2),3.237,5.823,0.386,MBA,14.54,
 30784 (1988 PO),6.290,5.29755,0.214,MBA,13.74,
 30790 (1988 RT11),2.630,5.129,0.212,MBA,15.15,
 30814 (1990 QW),3.720,5.557,0.243,MBA,14.67,
 30821 Chernetenko (1990 RR17),3.608,17.603,0.283,MBA,14.52,
 30823 (1990 SY15),2.497,4.43471,0.540,MBA,14.72,
 30856 (1991 XE),3.386,5.353,0.410,MCA,14.20,
 30862 (1992 DF10),4.392,72.9614,0.174,MBA,14.46,
 30867 (1992 EL9),6.985,4.69112,0.173,MBA,14.14,
 30877 (1992 ES30),10.392,5.93366,0.078,MBA,13.82,
 30878 (1992 GQ),9.677,3.655,0.099,MBA,13.46,
 30884 (1992 SL23),4.930,31.6257,0.264,MBA,13.94,
 30888 Okitsumisaki (1993 BG2),9.203,7.975,0.069,MBA,14.06,
 30891 (1993 FV14),2.576,12.244,0.422,MBA,14.92,
 30892 (1993 FR18),4.988,8.481,0.283,MBA,14.23,
 30893 (1993 FD19),2.120,65.0028,0.431,MBA,15.27,
 30895 (1993 FH23),3.224,23.9522,0.155,MBA,15.65,
 30922 (1993 OE13),2.823,6.4901,0.463,MBA,14.69,
 30926 (1993 TL13),3.408,25.9664,0.348,MBA,14.52,
 30928 Jefferson (1993 TJ32),6.456,5.841,0.222,MBA,13.81,
 30935 Davasobel (1994 AK1),2.408,3.9769,0.581,IMB,14.57,
 30942 Helicaon (1994 CX13),32.544,44.77,0.050,TJN,11.42,
 30945 (1994 GW9),7.944,4.38,0.147,MBA,13.53,
 30947 (1994 JW),5.997,17.0185,0.235,MBA,13.69,
 30958 (1994 TV3),1.926,5.811,0.827,IMB,14.64,
 30967 (1994 XX4),3.206,4.527,0.569,MBA,14.60,
 30974 (1995 EL),9.627,11.3835,0.042,MBA,14.24,
 30981 (1995 SJ4),13.739,2.951,0.065,MBA,13.21,
 30982 (1995 SP5),10.698,58.104,0.056,MBA,13.82,
 30988 (1995 SE36),3.718,6.76,0.243,MBA,14.58,
 30990 (1995 ST48),6.993,4.61,0.069,MBA,14.55,
 31001 (1995 VG14),5.413,4.832,0.182,OMB,14.29,
 31006 Katherine (1995 XC),16.152,353.721,0.068,MBA,12.91,
 31013 (1996 DR),3.092,280,0.508,MBA,14.19,
 31017 (1996 EH2),3.507,3.9,0.329,MBA,14.69,
 31021 (1996 FW1),2.857,19.2,0.237,MBA,15.18,
 31022 (1996 FJ9),6.826,15.6,0.084,MBA,14.56,
 31029 (1996 HC16),2.388,1.8,0.491,MBA,15.24,
 31036 (1996 HM25),3.611,3.968,0.179,MBA,15.09,
 31041 (1996 KD),6.971,4.076,0.058,MBA,14.82,
 31050 (1996 RA2),5.090,41.97,0.247,MBA,13.91,
 31052 (1996 RC5),5.025,3.566,0.176,MBA,14.22,
 31069 (1996 UM1),2.573,3.23,0.321,MBA,15.05,
 31070 (1996 VX9),6.771,4.61122,0.088,MBA,14.31,
 31077 (1996 XZ2),9.501,198.977,0.103,OMB,13.56,
 31087 Oirase (1997 AA22),6.276,22.4915,0.148,MBA,14.02,
 31088 (1997 BV),6.198,3.282,0.201,MBA,14.05,
 31093 (1997 CE28),9.433,7.078,0.087,MBA,13.68,
 31095 Buneiou (1997 DH),6.125,3.484,0.187,MBA,13.96,
 31098 Frankhill (1997 LQ2),2.809,50.04,0.309,MCA,14.62,
 31101 (1997 NM1),1.819,10,0.233,MBA,16.20,
 31105 Oguniyamagata (1997 OW2),3.518,5.91084,0.331,MBA,14.62,
 31106 (1997 PU2),3.350,10.816,0.329,MBA,14.51,
 31108 (1997 PW3),2.289,13.237,0.370,MBA,15.29,
 31109 Janpalous (1997 PL4),3.596,5.146452,0.086,MBA,15.72,
 31136 (1997 SN31),3.136,3.174,0.312,MBA,14.55,
 31150 (1997 UT20),2.306,1.13,0.527,MBA,14.96,
 31152 Daishinsai (1997 UV21),8.488,3.194,0.053,MBA,14.36,
 31154 (1997 VJ),3.253,2.78419,0.419,MBA,14.55,
 31170 (1997 WO58),4.452,19.191,0.224,MBA,14.34,
 31173 (1997 XF1),1.563,122.8,0.659,IMB,15.01,
 31177 (1997 XH11),5.390,323.355,0.319,MBA,13.59,
 31179 Gongju (1997 YR2),4.675,4.829,0.353,MBA,13.94,
 31180 (1997 YX3),6.218,15.6,0.077,MCA,14.60,
 31182 (1997 YZ3),1.921,380,0.692,IMB,14.87,
 31189 Tricomi (1997 YZ7),3.134,4.896,0.237,MBA,15.06,
 31190 Toussaint (1997 YB12),4.500,12.355,0.263,MBA,14.02,
 31201 Michellegrand (1998 AT5),7.301,7.08206,0.083,MBA,13.91,
 31205 (1998 BW),14.205,20.907,0.066,MBA,13.03,
 31211 (1998 BW8),9.419,3.697,0.074,MBA,13.84,
 31223 (1998 BJ30),4.215,25.925,0.274,MBA,14.45,
 31225 (1998 BH35),3.362,8.23426,0.298,MBA,14.72,
 31228 (1998 BR45),3.252,5.546,0.241,MBA,14.97,
 31231 Uthmann (1998 CA),5.948,16.9,0.062,MBA,14.73,
 31232 Slavonice (1998 CF),7.272,6.295,0.058,MBA,14.71,
 31235 (1998 CE3),6.639,24.7498,0.175,MBA,13.80,
 31237 (1998 CY4),4.411,2.28,0.190,MBA,14.51,
 31239 Michaeljames (1998 DV1),4.517,2.980232,0.343,MBA,13.72,
 31246 (1998 DZ12),3.836,65.1397,0.271,MBA,14.21,
 31248 (1998 DH13),7.214,92.3805,0.045,MBA,14.50,
 31249 Reneefleming (1998 DF14),6.973,3.34,0.053,OMB,14.59,
 31257 (1998 DG35),5.766,7.66308,0.279,MBA,13.53,
 31271 Nallino (1998 FH16),8.896,19.104,0.067,MBA,14.13,
 31274 (1998 FE24),9.063,6.89625,0.078,MBA,13.96,
 31288 (1998 FZ59),7.096,40.2038,0.140,MBA,13.77,
 31291 Yaoyue (1998 FH64),7.638,3.62,0.058,MBA,14.48,
 31302 (1998 FT95),5.029,3.78875,0.231,MBA,14.12,
 31304 (1998 FE103),5.304,22.4473,0.208,MBA,14.11,
 31306 (1998 FZ104),8.379,3.99072,0.191,MBA,13.12,
 31308 (1998 FK113),7.790,252.677,0.106,MBA,14.28,
 31317 (1998 GL8),6.210,72.8575,0.164,OMB,13.51,
 31319 Vespucci (1998 HD2),13.240,8.883,0.084,MBA,13.07,
 31327 (1998 HM34),7.121,24.1642,0.073,MBA,14.07,
 31330 (1998 HB84),10.941,69.1354,0.054,MBA,13.95,
 31332 (1998 HC101),7.419,7.17,0.097,MBA,14.14,
 31339 (1998 KY30),11.357,5.48421,0.055,OMB,13.70,
 31341 (1998 KH55),6.832,3.007,0.378,MBA,13.00,
 31344 Agathon (1998 OM12),40.645,42.392,0.047,TJN,10.99,
 31352 (1998 SP135),1.657,8.3828,0.281,MBA,16.16,
 31354 (1998 TR3),2.958,35.36,0.668,IMB,14.01,
 31366 (1998 WF8),2.458,6.952,0.463,MBA,15.09,
 31368 (1998 WW23),14.827,14.86,0.064,MBA,12.64,
 31379 (1998 XX51),6.756,44.2164,0.110,MBA,13.86,
 31383 (1998 XJ94),4.104,4.1678,0.289,MBA,14.11,
 31386 (1998 YG1),3.019,8.082,0.280,MBA,14.77,
 31387 Lehoucq (1998 YA2),3.456,2.74123,0.257,MBA,14.69,
 31388 (1998 YL2),1.933,4.254,0.272,MBA,15.94,
 31396 (1998 YQ12),2.966,5.54434,0.349,MBA,14.72,
 31399 Susorney (1998 YF30),7.179,359.054,0.177,MBA,13.30,
 31409 (1999 AB5),4.076,15.9462,0.184,MBA,14.51,
 31416 Peteworden (1999 AX24),2.271,2.609,0.285,MBA,15.53,
 31425 (1999 BF3),5.062,9.04,0.247,MBA,13.79,
 31429 Diegoazzaro (1999 BL7),2.472,36.9,0.418,MBA,14.85,
 31430 (1999 BX8),3.111,54.87,0.264,MBA,14.98,
 31431 Cabibbo (1999 BP9),5.734,7.61,0.178,MBA,14.47,
 31448 (1999 CO8),2.455,3.546,0.386,MBA,15.15,
 31449 (1999 CO9),2.789,6.54638,0.433,MBA,14.46,
 31450 Stevepreston (1999 CU9),10.625,3.4116,0.052,MBA,13.19,
 31459 (1999 CB17),6.434,22.4134,0.269,MBA,13.18,
 31463 Michalgeci (1999 CC24),5.512,24.836,0.060,MBA,15.31,
 31474 Advaithanand (1999 CL37),2.496,6.24743,0.236,MBA,15.17,
 31478 (1999 CJ45),4.048,6.24,0.357,MBA,14.09,
 31485 (1999 CM51),9.786,6.001,0.140,MBA,13.28,
 31487 Parthchopra (1999 CH53),6.189,3.867,0.061,MBA,14.98,
 31495 Sarahgalvin (1999 CR60),5.260,9,0.049,MBA,15.45,
 31504 Jaisonjain (1999 CF73),2.317,94.878,0.361,MBA,15.23,
 31517 Mahoui (1999 CW102),3.326,3.37,0.304,MBA,14.60,
 31542 (1999 DR3),12.106,38.74,0.174,MBA,12.30,
 31544 (1999 DZ5),5.381,2.714,0.266,MBA,13.76,
 31546 (1999 DP6),10.192,14.8008,0.068,MBA,13.59,
 31547 (1999 DT6),13.340,11.52,0.046,MBA,13.35,
 31554 (1999 EJ2),7.469,30.339,0.240,MBA,13.10,
 31560 (1999 EQ14),5.529,2.9512,0.303,MBA,13.53,
 31570 Conjat (1999 FG19),7.435,3.514,0.061,MBA,14.36,
 31580 Bridgetoei (1999 FH30),2.978,1.9,0.316,MBA,14.86,
 31587 (1999 FQ32),2.838,9.93292,0.219,MBA,15.34,
 31592 Jacobplaut (1999 FG36),3.533,242.2,0.084,MBA,15.18,
 31599 Chloesherry (1999 FE49),4.110,17.9163,0.240,MBA,14.50,
 31601 (1999 GF),5.831,2.797,0.328,MBA,13.47,
 31603 (1999 GQ3),5.499,3.566,0.233,MBA,13.69,
 31604 (1999 GH4),3.494,13.10092,0.229,MBA,14.55,
 31608 (1999 GR5),5.792,10.0173,0.132,MBA,14.24,
 31610 (1999 GC6),7.321,5.506,0.274,MBA,12.97,
 31615 (1999 GF16),7.537,2.707,0.149,MBA,13.74,
 31620 (1999 GB19),6.110,109.605,0.119,MBA,14.34,
 31626 (1999 GV20),8.899,13.184,0.154,MBA,13.27,
 31633 Almonte (1999 GH30),5.911,4.17,0.088,MBA,14.70,
 31641 Cevasco (1999 GW34),2.737,2.656,0.311,MBA,15.02,
 31643 Natashachugh (1999 GE41),2.757,6.655,0.306,MBA,15.09,
 31648 Pedrosada (1999 GL53),4.450,3.475,0.269,MBA,14.18,
 31651 Edurnepasaban (1999 HH2),3.550,7.30965,0.267,MBA,14.70,
 31652 (1999 HS2),3.194,2.93,0.250,MBA,14.91,
 31659 (1999 HT10),9.704,27.4527,0.082,OMB,13.74,
 31663 Anjani (1999 JG2),2.175,25.5086,0.310,MBA,15.12,
 31667 (1999 JL3),3.344,7.316,0.362,MBA,14.38,
 31668 (1999 JX3),8.751,11.71,0.160,MBA,13.10,
 31670 (1999 JL7),4.908,5.48513,0.168,MBA,14.37,
 31672 (1999 JB8),3.821,121.995,0.482,MBA,14.13,
 31674 Westermann (1999 JD9),5.481,6.943,0.234,MBA,13.44,
 31691 (1999 JO30),5.311,5.32061,0.249,MBA,13.94,
 31694 (1999 JO32),9.141,18.8129,0.146,OMB,13.31,
 31698 Nikolaiortiz (1999 JL33),4.131,4.38,0.216,MBA,14.47,
 31699 (1999 JA36),10.708,6.618,0.040,MBA,14.23,
 31703 (1999 JZ43),9.259,3.57084,0.110,MBA,13.19,
 31710 (1999 JC52),9.348,6.8975,0.071,MBA,14.19,
 31716 Matoonder (1999 JJ57),5.867,4.573,0.107,MBA,14.55,
 31723 (1999 JT61),11.295,8.231,0.026,MBA,13.26,
 31729 Scharmen (1999 JO69),8.288,18.953,0.046,MBA,14.36,
 31730 (1999 JV70),9.572,307.037,0.064,MBA,14.10,
 31733 (1999 JP71),16.521,34.849,0.065,MBA,13.11,
 31737 Carriecoombs (1999 JT75),3.629,6.93,0.307,MBA,14.49,
 31738 (1999 JC77),8.866,11.768,0.129,MBA,13.50,
 31748 (1999 JG83),12.368,16.4917,0.055,MBA,13.38,
 31749 (1999 JV83),10.041,8.75701,0.066,MBA,13.88,
 31751 (1999 JF85),15.198,8.988,0.076,MBA,12.73,
 31753 (1999 JL94),10.555,14.6636,0.083,MBA,13.62,
 31755 (1999 JA96),9.075,17.8605,0.078,MBA,13.91,
 31758 (1999 JQ99),8.419,19.1203,0.057,MBA,14.54,
 31762 (1999 JB104),15.768,466.468,0.098,MBA,12.70,
 31774 Debralas (1999 JW121),5.355,3.17,0.098,MBA,14.80,
 31775 (1999 JN122),4.621,4.319,0.329,MBA,13.77,
 31777 Amywinegar (1999 JO125),5.611,6.48,0.169,MBA,14.20,
 31782 (1999 KM6),7.588,3.226,0.161,MBA,13.34,
 31786 (1999 KO13),8.606,4.821,0.127,MBA,13.68,
 31793 (1999 LB6),3.220,27.95,0.325,IMB,14.62,
 31796 (1999 LS15),11.220,19.9417,0.125,OMB,13.48,
 31799 (1999 LN23),5.390,16.686,0.157,MBA,13.19,
 31805 (1999 NN5),14.291,9.31876,0.125,MBA,12.47,
 31808 (1999 NR34),10.724,3.9639,0.041,MBA,13.84,
 31816 (1999 RZ117),7.967,3.258,0.193,MBA,13.09,
 31817 (1999 RK134),21.521,9.856,0.087,OMB,12.05,
 31818 (1999 RM135),19.502,5.36,0.074,OMB,12.15,
 31819 (1999 RS150),29.730,34.828,0.060,TJN,11.45,
 31824 Elatus (1999 UG5),57.000,26.82,0.050,CEN,10.26,
 31827 (1999 VJ13),2.707,12.28,0.318,IMB,15.15,
 31829 (1999 XT12),7.971,5.16032,0.160,MBA,13.46,
 31831 (1999 YL),2.160,3.36,0.308,IMB,15.32,
 31832 (2000 AP59),2.547,64,0.471,MCA,14.76,
 31834 (2000 AL142),3.725,7.54,0.320,MBA,14.38,
 31838 Angelarob (2000 CV48),3.544,74.153,0.322,MBA,14.41,
 31847 (2000 DQ96),9.312,19.347,0.056,MBA,14.21,
 31848 Mikemattei (2000 EM21),6.700,5.10683,0.090,MBA,14.65,
 31850 (2000 EB22),1.437,31.1,1.000,IMB,15.37,
 31862 Garfinkle (2000 EY70),2.318,5.716,0.395,MBA,15.10,
 31868 (2000 EO97),2.040,8.10526,0.353,MBA,15.44,
 31879 (2000 FL12),7.017,30.6603,0.359,MBA,12.96,
 31897 Brooksdasilva (2000 FT49),3.042,57.293,0.276,MBA,15.27,
 31907 Wongsumming (2000 GR44),4.283,3.786,0.058,MBA,15.95,
 31939 Thananon (2000 GC101),3.209,20,0.272,MBA,14.81,
 31947 (2000 GO109),3.822,3.809,0.304,MBA,14.35,
 31951 Alexisallen (2000 GL123),2.490,6.40742,0.260,MBA,15.39,
 31956 Wald (2000 GA133),3.426,8.9,0.287,MBA,14.68,
 31961 Andreaferrero (2000 GJ142),2.940,7.341,0.269,MBA,15.06,
 31975 Johndean (2000 HA13),2.978,5.77116,0.416,MBA,14.52,
 31993 (2000 HL37),4.969,15.686,0.164,MBA,14.31,
 32011 (2000 HF56),8.395,6.382,0.144,MBA,13.45,
 32017 (2000 HC77),2.388,21.379,0.214,MBA,15.62,
 32020 (2000 HZ87),5.024,8.36374,0.305,MBA,13.77,
 32030 (2000 JX14),7.083,6.099,0.128,MBA,13.95,
 32036 (2000 JP19),3.561,4.77531,0.421,MBA,14.54,
 32050 (2000 JA37),3.577,8.57,0.240,MBA,14.68,
 32054 Musunuri (2000 JT37),2.795,36.6731,0.358,MBA,15.00,
 32068 (2000 JE58),3.989,2.054,0.211,MBA,14.62,
 32075 (2000 JU66),7.069,37.8818,0.141,MBA,13.96,
 32080 Sanashareef (2000 JG77),3.233,0.87,0.322,MBA,14.66,
 32100 (2000 KU48),3.366,1.78,0.075,MBA,16.07,
 32103 Re'emsari (2000 KF52),7.421,4.96536,0.039,MBA,14.95,
 32132 Andrewamini (2000 LS16),2.842,4.68215,0.380,MBA,14.77,
 32134 (2000 LQ17),4.478,10.514,0.385,MBA,13.59,
 32137 (2000 LM19),9.942,7.069,0.071,MBA,13.77,
 32141 (2000 LB24),3.614,8.123,0.491,MBA,14.00,
 32145 Katberman (2000 LE30),4.411,9.17,0.158,MBA,14.69,
 32150 Crumpton (2000 LJ31),9.927,104.939,0.071,MBA,13.79,
 32151 Seanmarshall (2000 LX31),2.305,20,0.332,MBA,15.32,
 32162 (2000 MV5),15.031,13.34697,0.053,MBA,13.22,
 32172 (2000 NB11),7.651,6.86,0.100,OMB,14.06,
 32194 Mahlke (2000 NY27),4.986,33.0306,0.103,MBA,14.41,
 32198 (2000 OK1),7.707,10.1282,0.062,MBA,14.53,
 32199 (2000 ON2),2.901,5.214,0.438,MBA,14.49,
 32202 Cogswell (2000 OA3),8.629,37.495,0.054,MBA,14.49,
 32208 Johnpercy (2000 OR7),6.777,5.086,0.080,MBA,14.46,
 32212 (2000 OV11),4.445,6.729,0.296,MBA,14.06,
 32215 (2000 OG16),8.812,8,0.070,MBA,14.22,
 32218 (2000 OE19),5.341,2.61,0.356,MBA,13.53,
 32219 (2000 OU20),7.141,7.172,0.380,MBA,12.93,
 32226 Vikulgupta (2000 OQ23),3.776,2.57,0.215,MBA,14.76,
 32227 (2000 OM25),5.008,69.6468,0.276,MBA,13.83,
 32230 (2000 OP27),11.973,11.8627,0.162,OMB,12.61,
 32232 (2000 OU27),4.658,5.68,0.324,MBA,13.92,
 32238 (2000 ON37),9.078,24.6019,0.103,MBA,14.05,
 32249 (2000 OM45),7.515,6.12409,0.216,MBA,13.26,
 32251 (2000 OH50),7.830,3.39232,0.324,MBA,12.73,
 32254 (2000 OR51),16.754,5.433,0.052,OMB,13.10,
 32257 (2000 OW52),8.652,11.413,0.124,MBA,13.09,
 32259 (2000 OT53),12.971,3.69,0.166,MBA,12.17,
 32260 Schult (2000 OG57),5.649,5.13432,0.139,MBA,14.25,
 32264 Cathjesslai (2000 PC1),2.482,4.58,0.345,MBA,15.07,
 32268 (2000 PX1),7.627,10.2558,0.088,MBA,14.40,
 32282 Arnoldmong (2000 PS23),7.930,95,0.054,MBA,14.51,
 32286 (2000 PS24),11.457,4.994138,0.069,MBA,13.54,
