KIC,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,flag1,flag2,flag3,flag4
2309900,6006.1,123.9,109.0,4.14,0.028,0.036,1.277,0.05,0.076,21.95,1.49,952,,1,0,
2310213,6478.0,161.0,210.0,4.396,0.067,0.216,1.16,0.178,0.145,7.74,0.62,682,,2,,
2310187,5713.4,111.2,107.1,4.466,0.04,0.052,0.951,0.057,0.065,23.02,2.7,3858,,1,0,
2310098,5587.7,104.2,101.0,4.482,0.036,0.047,0.921,0.054,0.063,18.88,2.75,3483,,1,0,
2168417,5777.0,116.0,111.6,4.235,0.064,0.065,1.014,0.083,0.079,1.46,0.1,7633,,1,0,
2168263,6504.2,141.5,138.7,3.885,0.072,0.079,1.541,0.118,0.13,8.97,0.64,15763,,1,0,
2311117,5783.3,107.9,100.2,4.516,0.019,0.03,0.932,0.035,0.05,21.52,2.18,4649,,1,0,
2311174,6202.4,130.0,131.0,3.92,0.05,0.039,1.254,0.134,0.066,20.65,2.69,1232,,1,0,
2310822,5073.7,100.0,94.4,4.568,0.027,0.036,0.793,0.04,0.048,13.52,1.12,27411,,1,0,
2310639,5754.0,103.8,103.4,4.534,0.028,0.036,0.902,0.042,0.041,12.51,1.1,4675,,1,0,
2310874,5352.5,106.2,103.1,4.546,0.03,0.044,0.846,0.046,0.055,21.81,2.05,23790,,1,0,
2451768,5069.3,96.6,92.0,4.591,0.023,0.032,0.769,0.037,0.045,28.38,2.67,2836,,1,0,
2451491,5741.0,113.9,109.3,4.501,0.034,0.045,0.934,0.053,0.059,19.12,3.15,3442,,1,0,
2451759,5414.6,115.3,98.9,4.346,0.054,0.048,0.882,0.064,0.05,23.05,2.83,9233,,1,0,
2451643,5530.2,93.9,96.0,4.474,0.034,0.042,0.906,0.055,0.061,21.93,3.82,1538,,1,0,
2451734,5365.2,109.3,104.3,4.533,0.032,0.045,0.858,0.047,0.057,21.66,1.97,13512,,1,0,
2451037,6558.8,118.2,118.2,4.378,0.015,0.021,1.198,0.029,0.037,1.73,0.12,19770,1,1,0,
2451265,6891.7,146.9,144.5,4.148,0.053,0.052,1.445,0.082,0.074,5.16,0.34,1745,,2,0,
2451194,6184.8,136.5,123.8,4.218,0.072,0.076,1.193,0.075,0.089,13.89,1.01,1262,,1,0,
2450666,6052.5,129.3,109.7,4.104,0.038,0.035,1.298,0.055,0.077,13.14,1.23,1148,,1,0,
2450836,4962.5,74.5,72.3,4.545,0.026,0.033,0.844,0.038,0.046,13.52,0.95,53250,,1,0,
2451424,5636.0,105.7,104.2,4.47,0.034,0.045,0.937,0.055,0.065,18.19,1.48,8560,,1,0,
2584204,6171.0,112.4,108.4,4.417,0.022,0.033,1.085,0.042,0.06,9.27,0.94,15088,,1,0,
2451463,5477.6,126.1,120.0,3.98,0.043,0.044,1.006,0.066,0.067,7.7,0.6,43023,,1,0,
2584115,6410.0,160.0,148.8,4.001,0.06,0.057,1.398,0.104,0.094,1.88,0.13,2979,1,1,0,
2584118,6419.9,144.1,124.7,4.099,0.043,0.046,1.343,0.067,0.066,5.8,0.36,6614,,1,0,
2583655,5642.9,102.5,97.0,4.529,0.024,0.034,0.901,0.041,0.05,15.21,1.19,25477,,1,0,
2583667,6350.4,148.2,140.7,4.376,0.043,0.053,1.146,0.075,0.076,15.19,1.18,18426,,1,0,
2583915,5633.2,111.3,109.7,4.416,0.042,0.046,0.942,0.07,0.071,25.34,2.49,1960,,1,0,
2584086,5907.0,159.0,194.0,4.513,0.052,0.208,0.994,0.12,0.12,23.7,2.45,3802,,2,,
1297347,5124.0,93.7,88.8,4.551,0.028,0.036,0.814,0.04,0.051,13.24,1.12,33950,,1,0,
1164207,5860.0,117.9,111.3,3.361,0.163,0.163,1.844,0.253,0.24,1.13,0.1,435,,2,,
1164363,5327.0,74.0,85.0,4.581,0.015,0.085,0.891,0.032,0.069,8.1,0.63,33812,,2,,
1028640,6167.5,122.4,119.7,3.878,0.064,0.068,1.341,0.14,0.094,5.08,0.42,2801,,1,0,
1028018,5520.5,106.4,100.7,4.291,0.04,0.04,0.925,0.065,0.059,0.61,0.04,188368,1,1,0,
1163579,5721.5,111.7,105.5,4.215,0.042,0.041,0.968,0.074,0.066,5.37,0.4,39961,1,1,0,
1164109,6406.8,136.2,130.1,4.214,0.031,0.034,1.219,0.054,0.061,4.34,0.48,5015,,1,0,
1295693,5361.5,121.9,113.9,3.671,0.036,0.044,1.144,0.08,0.085,95.06,8.72,15195,,3,0,
1295504,5651.1,123.1,115.3,3.93,0.035,0.032,1.2,0.053,0.06,20.21,3.06,826,,1,0,
1296281,5152.7,88.0,81.5,4.504,0.036,0.036,0.842,0.052,0.049,27.81,3.1,2348,,1,0,
1296491,5062.1,89.0,81.9,4.54,0.032,0.034,0.808,0.044,0.047,25.76,2.48,13639,,1,0,
1434708,5379.7,84.3,87.0,4.53,0.017,0.026,0.936,0.031,0.041,19.66,1.96,16997,,1,0,
1434286,5959.0,129.9,119.5,4.274,0.099,0.099,1.159,0.092,0.083,12.0,1.22,14501,,1,,
1433628,6154.5,122.4,107.4,4.058,0.032,0.043,1.284,0.062,0.111,14.59,2.66,1389,,1,0,
1433642,5193.0,91.6,86.2,4.477,0.039,0.038,0.879,0.056,0.052,12.61,0.93,28006,,1,0,
1434259,6614.1,135.4,133.4,3.979,0.031,0.034,1.553,0.074,0.076,8.56,0.65,4755,,1,0,
1434116,5364.2,106.4,90.4,4.297,0.044,0.04,0.906,0.057,0.045,11.64,0.82,2559,,1,0,
1434277,5672.5,91.0,90.0,4.461,0.026,0.035,0.993,0.048,0.06,10.3,0.73,50202,,1,0,
1433899,5441.9,123.5,112.5,4.421,0.05,0.045,0.85,0.065,0.052,11.14,0.8,24417,,1,0,
1435272,6339.5,127.6,128.1,4.11,0.031,0.03,1.384,0.06,0.058,5.68,0.52,1720,,1,0,
1435930,5848.4,109.8,111.9,4.25,0.034,0.035,1.153,0.061,0.069,19.78,1.81,803,,1,0,
1435467,6390.8,128.2,129.6,4.112,0.028,0.03,1.333,0.057,0.055,6.59,0.66,1957,,1,0,
1725688,5992.3,115.0,118.7,4.289,0.04,0.037,1.188,0.059,0.071,9.56,1.17,10290,,1,0,
1436265,5230.9,85.3,74.7,4.418,0.036,0.026,0.842,0.052,0.036,2.96,0.21,185124,1,1,0,
1436140,4847.4,87.4,83.0,4.603,0.023,0.03,0.759,0.039,0.039,25.05,1.9,18690,,1,0,
1577315,5294.0,106.8,102.0,4.546,0.027,0.04,0.842,0.041,0.055,17.84,1.38,23498,,1,0,
1725376,5873.9,110.7,107.8,4.449,0.035,0.048,0.996,0.054,0.066,11.61,0.91,21598,,1,0,
1725415,6175.4,131.8,125.1,3.947,0.054,0.044,1.213,0.121,0.067,2.4,0.16,2280,,1,0,
1725133,5963.3,110.4,106.5,4.447,0.027,0.039,1.019,0.047,0.063,1.77,0.12,16478,1,1,0,
1724975,5237.4,70.8,65.1,4.299,0.021,0.018,0.866,0.027,0.021,10.61,0.75,36276,,1,0,
1872349,5161.3,97.9,87.9,4.494,0.04,0.036,0.83,0.054,0.047,25.05,2.5,11838,,1,0,
1872192,5517.2,111.3,105.0,4.418,0.042,0.041,0.868,0.067,0.059,0.66,0.05,95976,1,1,0,
1576249,6195.0,167.0,186.0,4.072,0.234,0.126,1.127,0.172,0.155,17.13,3.15,687,,2,,
1576108,5727.6,102.3,96.4,4.49,0.024,0.036,0.949,0.043,0.06,22.24,2.27,7952,,1,0,
1576796,5835.6,113.1,109.2,4.131,0.041,0.046,1.085,0.097,0.084,10.81,0.85,38864,,1,0,
1576970,5476.6,103.8,103.2,4.411,0.054,0.061,1.002,0.054,0.059,22.39,2.42,14663,,1,0,
1576704,5734.5,119.8,116.9,4.091,0.086,0.09,1.051,0.102,0.087,18.76,2.56,2705,,1,0,
1723845,5518.7,89.2,92.5,4.502,0.026,0.036,0.921,0.044,0.054,9.3,0.66,52906,,1,0,
1723908,5752.4,137.0,121.9,4.524,0.016,0.027,0.924,0.031,0.05,19.36,2.14,7610,,1,0,
1723978,5903.7,111.8,102.6,4.512,0.017,0.027,0.948,0.032,0.047,8.56,0.66,41378,,1,0,
1723993,5424.3,99.6,97.2,4.56,0.02,0.034,0.851,0.033,0.05,10.37,0.7,40640,,1,0,
1575672,6771.2,140.6,139.2,3.873,0.035,0.035,1.641,0.081,0.084,6.96,0.83,2390,,2,0,
1575580,5749.2,95.9,97.3,4.426,0.033,0.038,1.001,0.058,0.067,15.84,1.6,6485,,1,0,
1575570,3592.6,75.8,67.2,4.775,0.01,0.01,0.435,0.011,0.011,49.76,3.38,13780,,3,0,
1723157,4565.7,75.4,72.4,4.61,0.021,0.02,0.687,0.028,0.024,15.42,1.21,18991,,1,0,
1723350,5638.6,119.5,114.4,4.29,0.048,0.049,0.95,0.074,0.07,22.11,2.27,2510,,1,0,
1870480,5331.0,111.5,100.7,4.457,0.056,0.057,0.863,0.06,0.054,15.75,1.18,28388,,1,0,
1724287,6243.5,124.0,120.0,3.905,0.057,0.062,1.435,0.099,0.131,5.8,0.42,16629,,1,0,
1724801,5542.8,125.3,118.2,3.839,0.038,0.039,1.16,0.067,0.07,0.99,0.07,4065,,1,0,
1724720,5549.0,89.3,89.1,4.571,0.016,0.025,0.853,0.025,0.033,22.74,2.58,6425,,1,0,
1724529,6416.3,125.1,119.2,3.875,0.032,0.038,1.533,0.075,0.123,6.24,0.62,3121,,1,0,
1724629,5581.3,114.6,113.9,4.397,0.046,0.049,0.926,0.072,0.069,8.54,0.67,14749,,1,0,
1724615,5037.0,149.0,149.0,3.982,0.578,0.311,0.952,0.184,0.134,8.5,0.67,19908,,2,,
1871579,5464.0,189.0,189.0,4.565,0.045,0.126,0.839,0.098,0.089,43.02,3.48,20431,,2,,
1725018,5584.4,98.8,95.4,4.504,0.026,0.039,0.915,0.045,0.059,13.52,1.05,44296,,1,0,
1872012,6536.2,126.1,118.4,4.35,0.018,0.027,1.232,0.035,0.049,6.01,0.43,708,,1,0,
1872084,5346.2,94.1,80.8,4.341,0.037,0.031,0.888,0.055,0.043,26.83,3.1,6328,,1,0,
1871888,5117.2,105.8,89.9,3.413,0.056,0.075,1.363,0.141,0.195,114.67,9.86,14506,,2,0,
1871176,6299.4,127.0,123.6,3.983,0.034,0.035,1.414,0.068,0.075,1.77,0.12,18106,1,1,0,
1871091,5233.5,107.9,106.1,4.355,0.076,0.065,0.854,0.043,0.034,18.47,1.59,16705,,1,0,
1870914,6228.5,139.4,118.4,4.156,0.03,0.039,1.25,0.058,0.082,8.66,0.67,847,,1,0,
1870957,5986.4,108.8,113.3,4.127,0.035,0.047,1.167,0.072,0.099,6.53,0.46,18360,,1,0,
1871056,6215.7,124.7,116.2,3.985,0.031,0.033,1.426,0.065,0.074,10.95,0.87,750,,1,0,0
2163351,4570.0,72.2,71.1,4.582,0.024,0.019,0.727,0.032,0.026,27.04,2.07,31999,,3,0,
1163211,6080.8,127.9,118.3,3.854,0.057,0.039,1.299,0.164,0.064,23.82,2.04,920,,1,0,
1295333,5156.6,103.4,101.4,4.474,0.064,0.068,0.829,0.049,0.044,18.86,1.52,8661,,1,,
1295448,5490.6,114.4,104.7,4.239,0.067,0.066,0.911,0.067,0.059,23.06,3.88,4307,,1,0,
1295597,5769.1,102.4,100.1,4.439,0.036,0.04,0.946,0.061,0.064,13.15,1.65,11013,,1,0,
1295069,5474.3,111.9,99.7,4.276,0.049,0.046,0.902,0.065,0.055,17.11,1.53,18828,,1,0,
1432735,6379.8,117.3,120.4,4.336,0.028,0.038,1.203,0.051,0.067,17.4,2.15,1435,,1,0,
1432979,6427.7,138.9,124.9,4.183,0.037,0.036,1.298,0.062,0.061,6.17,0.44,1014,,1,0,
1432278,5619.4,105.4,100.8,4.494,0.034,0.048,0.922,0.051,0.06,14.59,1.29,42139,,1,0,
1432184,5447.8,83.8,84.2,4.563,0.019,0.021,0.879,0.03,0.036,18.42,1.39,1454,,1,,
1432551,5539.9,114.0,105.4,4.305,0.041,0.039,0.896,0.066,0.056,12.1,1.19,32975,,1,0,
1573742,6438.0,108.6,108.8,4.428,0.016,0.023,1.095,0.027,0.037,8.85,0.86,9777,,1,0,
1432469,5499.5,98.4,97.8,4.465,0.035,0.041,0.909,0.059,0.061,26.08,4.37,10813,,1,0,
1573398,6450.5,129.6,116.4,3.779,0.034,0.032,1.737,0.075,0.075,7.31,0.85,740,,1,0,
1433622,6592.0,144.6,130.4,4.132,0.032,0.032,1.371,0.07,0.06,9.01,0.85,540,,3,0,
1433531,6020.7,123.0,118.2,4.258,0.039,0.042,1.032,0.073,0.072,21.04,2.07,3783,,1,0,
1574646,6133.9,278.8,223.9,4.058,0.129,0.135,1.245,0.194,0.176,19.37,1.36,3487,,1,,
1575206,6574.8,144.9,127.7,4.279,0.032,0.032,1.253,0.051,0.053,23.86,3.04,1174,,1,0,
1574033,6809.0,143.0,139.0,4.213,0.035,0.036,1.39,0.069,0.057,4.31,0.41,8657,,1,0,
1721879,6045.0,162.0,198.0,4.443,0.072,0.203,1.007,0.143,0.117,16.17,1.95,3651,,2,,
1721614,6894.1,151.9,149.8,4.29,0.028,0.03,1.253,0.042,0.043,1.43,0.1,105167,1,2,0,
1721825,6482.8,142.8,134.9,3.96,0.033,0.033,1.435,0.073,0.071,5.79,0.53,1691,,1,0,
1868918,6043.2,113.7,109.8,4.323,0.034,0.037,1.105,0.068,0.071,12.42,0.97,603,,1,0,
1869025,6763.6,147.9,146.8,4.195,0.035,0.034,1.34,0.063,0.05,3.62,0.59,1401,,1,0,
1431474,6401.0,120.6,114.7,4.319,0.026,0.031,1.224,0.052,0.066,3.91,0.33,10747,,3,0,
1432091,5698.2,114.4,111.9,4.391,0.054,0.059,0.979,0.068,0.068,4.62,0.34,13406,1,1,0,
1572895,5650.1,102.5,101.6,4.374,0.038,0.039,1.013,0.067,0.069,26.26,2.88,8060,,1,0,
1573013,6598.7,140.3,137.4,4.221,0.033,0.032,1.313,0.062,0.05,1.71,0.15,1998,1,1,0,
1572558,5852.5,147.7,133.7,4.347,0.039,0.04,0.993,0.08,0.075,3.93,0.28,18358,1,1,0,
1572220,5485.1,104.6,101.0,4.563,0.018,0.03,0.854,0.031,0.047,28.78,3.38,6585,,1,0,
1572114,5483.1,136.7,131.9,3.712,0.076,0.077,1.298,0.121,0.12,11.27,0.79,14922,,1,0,
1572156,5981.6,104.1,113.9,4.33,0.028,0.035,1.2,0.053,0.064,11.18,0.67,3464,,1,0,
1720182,6101.8,101.4,104.5,4.398,0.016,0.022,1.166,0.034,0.046,12.34,0.9,2513,,1,0,
1721110,6347.1,126.2,128.3,3.987,0.033,0.033,1.514,0.064,0.074,4.84,0.49,3361,,1,0,
1721558,6277.5,144.9,134.9,4.014,0.06,0.061,1.351,0.083,0.099,6.22,0.45,21144,,1,0,
1868785,5752.3,108.6,106.6,4.218,0.041,0.043,1.008,0.08,0.076,23.03,2.35,1859,,1,0,
1867921,5842.1,128.6,104.6,4.194,0.034,0.036,1.188,0.055,0.08,11.68,1.5,2366,,1,0,
1868008,7015.5,155.7,158.5,4.212,0.032,0.034,1.423,0.07,0.067,4.25,0.65,995,,2,0,
1867740,5637.6,152.3,123.2,4.338,0.043,0.041,0.9,0.078,0.064,9.56,0.68,42267,,1,0,
1867702,6018.2,121.3,114.8,4.224,0.04,0.042,1.077,0.075,0.076,20.91,3.52,768,,1,0,
1868075,6586.4,142.3,136.9,3.976,0.035,0.035,1.535,0.076,0.077,11.35,0.78,540,,1,0,
1722735,6108.7,131.5,123.0,4.084,0.063,0.072,1.119,0.096,0.084,1.97,0.14,18065,,1,0,
1722816,6740.9,142.2,126.6,4.343,0.015,0.021,1.276,0.03,0.038,4.64,0.68,1952,,1,0,
1723078,6413.9,124.8,113.7,3.737,0.033,0.033,1.763,0.072,0.077,4.22,0.42,2119,,1,0,1
1722549,6436.0,112.7,110.0,4.281,0.021,0.027,1.36,0.041,0.051,16.79,2.36,1160,,1,0,
1869933,5528.5,103.3,97.2,4.55,0.02,0.032,0.872,0.034,0.049,15.29,1.16,59880,,1,0,
1870028,6003.1,195.0,180.7,4.147,0.206,0.299,1.252,0.332,0.152,24.0,1.45,6450,,1,,
2016522,5811.5,122.4,115.5,4.312,0.043,0.041,0.965,0.073,0.068,18.83,1.41,10615,,1,0,
2016452,5522.2,103.8,104.2,4.491,0.031,0.044,0.908,0.051,0.064,21.93,1.73,21701,,1,0,
1869607,6129.5,144.4,131.7,3.85,0.039,0.037,1.219,0.061,0.064,10.97,0.86,5567,,1,0,
1869510,6251.2,301.7,338.4,4.122,0.05,0.064,1.265,0.131,0.167,7.84,1.69,955,,1,,
1869469,5799.5,185.0,227.2,4.268,0.042,0.045,1.01,0.095,0.098,6.94,0.54,39010,,1,0,
1869231,5819.2,124.2,124.3,4.52,0.037,0.049,0.854,0.043,0.049,9.17,0.67,33371,,1,0,
1869352,6758.9,145.9,140.5,3.997,0.033,0.034,1.554,0.078,0.074,2.16,0.14,653,,2,0,
1869151,7286.3,166.5,176.1,4.134,0.032,0.029,1.501,0.082,0.072,5.48,0.53,1384,,2,0,
1869183,6933.5,150.8,147.5,4.076,0.031,0.034,1.631,0.073,0.078,20.36,1.32,3090,,2,0,
2017135,5608.2,129.1,140.4,4.496,0.028,0.037,0.903,0.051,0.061,18.99,1.48,15693,,1,0,
2016678,5305.8,101.4,94.3,4.52,0.033,0.042,0.856,0.048,0.058,16.74,1.35,41331,,1,0,
2016657,6029.3,111.8,108.7,4.404,0.031,0.039,1.064,0.052,0.064,10.23,0.8,11848,,1,0,
2017246,5110.3,95.8,90.1,4.574,0.024,0.034,0.794,0.037,0.049,24.88,2.08,15788,,1,0,
2163223,5724.5,116.4,109.2,4.55,0.026,0.032,0.88,0.043,0.044,17.57,1.56,20305,,1,0,
2163326,5552.8,87.4,85.5,4.562,0.014,0.021,0.881,0.025,0.031,8.43,0.62,40525,,1,0,
2016295,6898.1,144.8,144.0,4.228,0.027,0.031,1.417,0.064,0.062,5.86,0.28,535,,2,0,
2162377,6045.8,132.3,123.6,3.869,0.036,0.036,1.186,0.062,0.066,3.52,0.26,53716,1,1,0,
2162064,6026.0,120.7,111.6,4.399,0.028,0.037,1.065,0.057,0.074,16.52,3.84,1183,,1,0,
2305292,6404.8,130.3,136.7,4.169,0.04,0.039,1.377,0.063,0.055,3.36,0.27,1646,,1,0,
2305167,5497.3,102.5,97.5,4.519,0.025,0.039,0.894,0.042,0.059,20.21,1.87,15603,,1,0,
2445647,6172.8,131.1,121.1,4.289,0.041,0.042,1.154,0.069,0.079,12.97,0.91,8666,,1,0,
2445665,5393.0,178.0,130.0,3.85,0.214,0.175,0.878,0.176,0.047,32.59,0.96,1268,,2,,
2015424,6008.5,131.7,129.2,3.877,0.042,0.039,1.185,0.065,0.068,14.25,0.79,881,,1,0,
2161463,7144.3,157.8,142.9,4.019,0.031,0.03,1.797,0.062,0.075,11.75,0.81,911,,2,0,
2161400,6013.9,120.4,117.3,4.442,0.035,0.04,0.932,0.057,0.061,48.74,5.59,2533,,1,0,
2160919,6498.4,127.9,127.4,4.29,0.031,0.038,1.27,0.053,0.063,3.26,0.3,2010,,1,0,
2160857,5686.4,116.7,112.2,4.368,0.058,0.06,0.959,0.074,0.073,27.76,3.24,5547,,1,0,
2303988,5267.9,112.9,105.6,4.578,0.025,0.035,0.804,0.044,0.052,20.63,1.77,5565,,1,0,
2303748,6138.0,86.0,80.0,4.221,0.137,0.125,1.195,0.085,0.106,11.56,0.9,1490,,2,,
2303936,5662.1,110.6,105.3,4.246,0.045,0.046,0.966,0.074,0.071,4.21,0.3,52160,,1,0,
2304873,5552.9,114.5,115.1,4.424,0.045,0.05,0.919,0.068,0.069,22.59,3.23,4983,,1,0,
2304604,5608.4,134.0,133.8,4.243,0.042,0.041,0.935,0.074,0.066,1.69,0.11,201441,1,1,0,
2304391,5819.0,120.3,112.7,3.867,0.042,0.032,1.261,0.076,0.064,24.33,1.72,1505,,1,0,
2304422,5373.4,110.7,101.1,4.501,0.036,0.043,0.874,0.054,0.062,20.07,1.69,28873,,1,0,
2304576,6410.7,136.6,125.9,4.294,0.029,0.039,1.245,0.057,0.073,3.71,0.35,3971,,1,0,
2445004,5859.8,100.4,102.3,4.392,0.034,0.039,1.038,0.064,0.069,13.62,2.26,3484,,1,0,
2445101,5281.0,100.6,96.7,4.552,0.026,0.038,0.836,0.039,0.054,28.19,2.6,7825,,1,0,
2304269,6062.7,118.7,114.5,4.323,0.039,0.04,1.015,0.072,0.069,15.14,1.39,255,,1,0,
2444769,6524.2,133.8,128.9,4.326,0.024,0.03,1.232,0.042,0.056,2.99,0.19,392,,1,0,
2444412,5562.5,91.2,86.0,4.515,0.022,0.032,0.916,0.038,0.049,21.96,2.67,7909,,1,0,1
2444328,5390.0,107.9,104.6,4.511,0.036,0.047,0.873,0.05,0.06,17.69,1.46,19561,,1,0,
2444428,6170.8,132.3,116.3,4.229,0.042,0.044,1.182,0.068,0.084,13.31,2.32,3383,,1,0,
2577795,5345.0,99.1,94.6,4.575,0.021,0.032,0.82,0.035,0.049,17.45,1.4,24380,,1,0,
2577568,5475.8,100.5,99.1,4.529,0.032,0.046,0.877,0.047,0.057,25.58,2.88,7902,,1,0,
2577383,5162.4,87.6,83.3,4.562,0.024,0.035,0.813,0.037,0.052,22.39,2.31,10197,,1,0,
1726425,5532.0,133.3,124.1,3.801,0.023,0.021,1.38,0.029,0.031,47.34,4.31,8970,,1,0,
1725997,5834.0,113.2,107.7,4.481,0.034,0.045,0.964,0.053,0.061,12.9,1.27,10452,,1,0,
1726035,5461.2,103.3,101.6,4.508,0.034,0.047,0.888,0.048,0.06,21.81,2.08,8299,,1,0,
1726154,6450.5,141.7,139.9,4.191,0.033,0.034,1.257,0.054,0.055,7.36,0.33,564,,1,0,
1873493,6284.7,135.8,135.4,4.171,0.037,0.031,1.293,0.057,0.059,5.72,0.36,1359,,1,0,
1873367,6407.1,121.4,125.1,4.346,0.025,0.033,1.188,0.045,0.062,7.77,0.66,1318,,1,0,
2019720,5359.6,118.7,106.5,4.441,0.049,0.047,0.87,0.066,0.056,26.85,3.09,7482,,1,0,
1725815,6212.0,120.0,118.8,3.911,0.033,0.05,1.387,0.078,0.127,23.05,1.22,1297,,1,0,
1872802,5378.5,117.8,103.2,4.397,0.059,0.054,0.873,0.065,0.051,17.0,1.45,21843,,1,0,
1872612,5770.2,109.6,102.1,4.516,0.025,0.034,0.926,0.044,0.052,20.49,2.49,3861,,1,0,
1872770,5484.5,107.5,106.9,4.502,0.036,0.049,0.893,0.051,0.061,22.86,2.36,4080,,1,0,
1872974,5979.0,162.0,180.0,4.414,0.105,0.195,0.952,0.131,0.105,8.86,0.63,55074,,2,,
1872530,5900.5,113.7,118.7,4.068,0.046,0.053,1.142,0.11,0.088,6.67,0.57,33825,,1,0,
2018827,6467.6,141.5,125.9,4.138,0.031,0.029,1.383,0.065,0.056,10.9,0.87,4017,,1,0,
2019140,5328.9,130.7,121.8,3.694,0.032,0.045,1.303,0.07,0.106,2.7,0.18,685,,1,0,
2019556,7495.8,169.4,169.9,4.195,0.034,0.037,1.609,0.077,0.078,4.22,0.47,1691,,2,0,
2165095,5669.3,108.8,105.8,4.47,0.037,0.05,0.942,0.055,0.064,16.53,1.58,7323,,1,0,
1873987,6038.8,220.8,256.1,4.375,0.084,0.135,1.066,0.137,0.119,14.29,1.13,5555,,1,,
2020086,5813.3,104.5,103.5,4.427,0.034,0.04,0.986,0.058,0.067,47.42,9.19,6850,,1,0,
2019881,6397.0,127.3,118.0,4.312,0.03,0.032,1.211,0.052,0.062,2.64,0.21,12763,1,1,0,
2019761,7116.5,150.8,168.2,4.328,0.016,0.019,1.351,0.028,0.036,1.14,0.09,6736,1,2,0,
2019828,6403.2,145.5,124.1,4.121,0.032,0.036,1.238,0.05,0.075,20.9,1.83,1778,,1,0,
2019900,6379.3,124.5,116.4,4.438,0.015,0.021,1.083,0.029,0.041,5.93,0.43,14596,,1,0,
2019912,5914.8,111.8,110.1,4.393,0.035,0.044,1.032,0.065,0.076,5.85,0.41,4171,,1,0,
2019893,6773.6,144.4,149.5,4.172,0.032,0.031,1.397,0.076,0.065,6.61,0.57,7480,,1,0,
2165942,5534.3,105.5,99.1,4.552,0.024,0.034,0.865,0.04,0.049,27.04,2.59,11484,,1,0,
2166071,6424.5,133.8,124.5,4.04,0.029,0.041,1.258,0.053,0.095,1.03,0.07,218,,1,0,
2166339,6186.1,114.8,110.4,4.437,0.019,0.029,1.065,0.037,0.054,10.3,0.94,6869,,1,0,
2166371,5942.0,184.0,205.0,4.506,0.052,0.208,1.028,0.124,0.138,7.71,0.56,23055,,2,,
2166322,5907.9,122.3,115.0,4.23,0.064,0.064,1.072,0.081,0.084,1.48,0.1,20354,,1,0,
2309030,5325.3,94.5,81.6,4.241,0.034,0.03,0.915,0.05,0.04,6.71,0.47,56125,,1,0,
2165554,5200.1,127.9,117.7,3.717,0.039,0.058,1.197,0.085,0.124,94.6,4.36,13392,,1,0,
2165874,5362.0,130.1,129.5,3.65,0.112,0.115,1.495,0.2,0.18,29.38,3.41,2154,,1,0,
2165801,6351.0,120.8,121.5,3.9,0.028,0.048,1.45,0.063,0.138,5.61,0.51,3793,,1,0,
2165356,6192.0,109.7,115.0,3.898,0.028,0.047,1.476,0.063,0.144,9.76,0.74,18625,,1,0,
2165357,5309.7,111.3,99.5,4.452,0.048,0.045,0.859,0.062,0.053,9.76,0.79,11138,,1,0,
2165983,5798.2,121.5,125.4,3.848,0.034,0.035,1.16,0.063,0.064,29.75,2.73,4546,,1,0,
2308518,6378.0,134.0,131.5,4.259,0.055,0.058,1.244,0.065,0.076,4.72,0.56,2846,,1,0,
2308681,5826.7,107.3,104.9,4.359,0.043,0.046,1.007,0.074,0.077,23.66,2.16,1033,,1,0,
2308753,6452.0,129.5,135.4,4.167,0.03,0.029,1.344,0.06,0.051,2.77,0.34,1829,,1,0,
2308613,6387.5,126.0,121.3,3.935,0.036,0.041,1.461,0.076,0.101,4.79,0.76,1761,,1,0,
2308603,5221.5,88.6,78.0,4.391,0.033,0.025,0.845,0.044,0.03,10.91,0.77,24498,,1,0,
2449047,5768.9,107.4,103.4,4.462,0.035,0.047,0.967,0.054,0.065,12.08,0.86,12480,,1,0,
2018677,6405.4,137.4,137.7,4.145,0.032,0.034,1.311,0.06,0.063,10.96,1.03,1207,,1,0,
2018701,6003.2,97.2,92.9,4.465,0.014,0.018,1.06,0.028,0.033,11.53,0.9,24843,,1,0,
2018446,5330.0,160.0,144.0,4.561,0.09,0.06,0.677,0.086,0.034,16.88,1.35,45405,,2,,
2018799,5128.0,98.8,97.9,4.592,0.022,0.031,0.774,0.036,0.047,12.79,1.14,19368,,1,0,
2164995,5703.6,108.9,105.5,4.281,0.035,0.037,1.09,0.06,0.066,23.36,4.57,713,,1,0,
2164604,5822.3,116.9,112.5,4.205,0.046,0.05,1.083,0.077,0.081,17.69,1.74,8266,,1,0,
2164598,5459.6,97.4,94.4,4.56,0.019,0.033,0.855,0.033,0.049,30.63,4.72,10227,,1,0,
2164522,5324.7,98.2,95.4,4.545,0.025,0.038,0.851,0.038,0.057,19.66,1.71,17678,,1,0,
2164884,5720.8,104.0,99.4,4.464,0.057,0.084,0.944,0.067,0.067,3.88,0.31,14542,1,1,,
2164105,6179.9,119.3,114.6,4.351,0.032,0.041,1.132,0.059,0.075,9.7,1.04,2188,,1,0,
2164117,6180.9,124.2,117.1,4.04,0.031,0.047,1.263,0.058,0.11,14.79,1.33,828,,1,0,
2163644,6278.2,118.9,114.5,4.372,0.032,0.041,1.143,0.054,0.066,11.36,1.14,13073,,1,0,
