KIC,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,flag1,flag2,flag3,flag4
3459079,4872.3,87.5,80.8,4.593,0.021,0.028,0.751,0.032,0.04,7.87,0.58,30392,,1,0,
3459775,6495.1,129.2,128.5,4.035,0.037,0.037,1.443,0.072,0.067,17.58,1.31,3850,,1,0,
3459866,5790.6,93.1,97.9,3.985,0.031,0.05,1.376,0.055,0.13,8.03,0.58,9011,,1,0,
3459796,6079.3,117.7,107.1,4.056,0.034,0.049,1.26,0.065,0.116,11.26,0.82,2751,,1,0,
3459504,6177.4,134.6,120.0,4.154,0.029,0.04,1.229,0.061,0.083,21.96,1.65,2780,,1,0,
3459462,5517.5,115.8,111.0,4.362,0.136,0.251,0.915,0.088,0.071,16.44,0.97,1828,,1,,
3560481,5813.3,121.4,115.0,3.749,0.055,0.053,1.338,0.086,0.081,4.46,0.34,20832,,1,0,
3560620,5892.9,106.7,101.6,4.452,0.035,0.047,0.997,0.054,0.064,8.31,0.62,21301,,1,0,
3560469,5834.5,104.6,102.7,4.451,0.038,0.051,0.985,0.056,0.066,24.84,2.09,2084,,1,0,
893505,5920.4,123.8,118.5,3.896,0.058,0.044,1.239,0.143,0.075,10.81,0.81,6179,,1,0,
893507,5447.0,121.8,124.5,3.58,0.028,0.039,1.51,0.075,0.095,10.98,0.86,70190,,1,0,
1027740,5347.5,99.7,89.7,4.444,0.043,0.039,0.867,0.065,0.055,26.82,2.66,16850,,1,0,
1027900,5772.2,108.1,103.0,4.332,0.041,0.042,0.99,0.075,0.074,18.76,3.44,1670,,1,0,
757450,5301.2,111.0,103.1,4.432,0.045,0.044,0.914,0.062,0.057,19.12,1.5,37564,,1,0,0
892713,6238.9,123.4,129.8,3.548,0.066,0.037,1.731,0.219,0.087,5.78,0.76,3904,,1,0,
757099,5364.9,102.7,84.9,4.318,0.037,0.029,0.873,0.054,0.039,0.36,0.02,154638,1,1,0,
892195,5333.4,101.3,84.2,4.372,0.039,0.029,0.862,0.057,0.04,21.78,2.9,2129,,1,0,
893383,5680.9,105.1,102.2,4.526,0.02,0.031,0.912,0.036,0.051,21.19,2.58,9672,,1,0,
893286,5297.1,103.4,98.5,4.522,0.034,0.044,0.853,0.047,0.057,24.54,2.23,10793,,1,0,
893559,5095.3,95.2,88.7,4.546,0.033,0.041,0.808,0.044,0.049,14.69,1.06,21830,,1,0,
893676,5260.0,81.3,72.5,4.211,0.037,0.037,0.881,0.031,0.024,24.37,2.73,12277,,1,1,
893209,6051.4,110.0,107.2,4.031,0.037,0.053,1.263,0.071,0.117,4.58,0.44,6053,,1,0,
1026838,6056.9,101.3,101.9,4.399,0.02,0.03,1.133,0.041,0.056,15.56,1.85,3619,,1,0,
1027536,5944.4,117.2,105.9,4.304,0.033,0.038,1.139,0.066,0.069,16.35,4.43,744,,1,0,
1162466,5486.0,182.0,166.0,4.493,0.088,0.143,0.817,0.111,0.074,28.77,1.12,21027,,2,,
1162715,5805.3,93.5,95.3,4.528,0.014,0.019,0.947,0.025,0.032,6.52,0.5,39615,,1,0,
1162222,5273.3,108.5,99.0,4.487,0.046,0.048,0.851,0.056,0.054,34.42,2.33,4151,,1,0,
1161620,5861.9,92.3,85.3,4.485,0.013,0.02,1.025,0.027,0.035,6.57,0.47,30826,,1,0,
1162051,5519.3,97.7,98.7,4.456,0.038,0.043,0.892,0.061,0.061,19.23,2.41,9306,,1,0,
1161949,6265.1,123.3,122.1,4.008,0.034,0.036,1.497,0.058,0.067,6.14,0.71,1869,,1,0,
1162617,6806.0,170.4,247.7,4.221,0.138,0.209,1.342,0.154,0.148,3.41,0.37,1247,,1,,
891916,5650.8,131.9,137.7,4.132,0.224,0.254,1.008,0.164,0.112,5.45,0.42,34096,,1,,
1025986,5662.1,101.7,100.1,4.425,0.039,0.042,0.912,0.066,0.064,9.68,0.73,59401,,1,0,1
1161402,6159.4,124.1,116.8,4.276,0.029,0.037,1.152,0.065,0.072,2.39,0.17,12616,1,1,0,
1161092,6340.5,158.2,157.6,4.175,0.034,0.037,1.245,0.057,0.067,24.0,1.93,1975,,1,0,
1292666,5542.4,86.3,92.2,4.441,0.029,0.035,1.026,0.049,0.059,18.34,1.99,14667,,1,0,
1161432,5298.5,91.4,89.3,4.508,0.034,0.04,0.857,0.052,0.058,32.59,2.07,4598,,1,0,
1293563,6542.8,136.7,131.3,4.192,0.033,0.03,1.339,0.065,0.051,5.41,0.49,2074,,1,0,
1293671,4975.3,104.2,93.3,3.664,0.049,0.068,1.227,0.111,0.152,107.24,9.08,28923,,1,0,
1431344,5748.9,108.9,112.2,4.063,0.055,0.051,1.117,0.118,0.075,28.73,3.49,1977,,1,0,
1430810,6174.8,145.0,131.3,4.204,0.032,0.044,1.201,0.064,0.089,20.19,2.63,1847,,1,0,
1430880,6827.4,147.1,143.0,4.233,0.03,0.03,1.336,0.062,0.048,1.21,0.1,3013,,1,0,
1292087,6815.7,145.5,139.5,3.852,0.034,0.033,1.674,0.082,0.083,1.09,0.09,848,1,2,0,
1292018,5566.3,138.6,131.5,4.058,0.114,0.107,0.997,0.092,0.084,22.12,2.01,4233,,1,,
1570466,6181.1,125.1,130.0,3.714,0.053,0.061,1.594,0.145,0.141,8.56,0.62,37250,,1,0,
1430239,6186.5,107.8,95.1,3.696,0.021,0.047,1.794,0.05,0.168,8.05,1.0,1190,,1,0,
1430163,6609.2,141.2,130.8,4.218,0.03,0.028,1.316,0.061,0.049,4.41,0.79,2077,,1,0,
1429977,5280.7,105.6,92.7,4.419,0.034,0.029,0.799,0.038,0.028,23.38,3.38,6055,,1,0,
1570994,5598.6,96.3,88.2,4.522,0.021,0.033,0.908,0.037,0.054,21.81,2.06,3938,,1,0,
1570529,5607.6,106.5,104.2,4.494,0.029,0.041,0.923,0.048,0.061,19.66,1.95,13572,,1,0,
1570554,6317.9,126.1,124.4,4.376,0.032,0.037,1.036,0.06,0.066,9.85,1.27,2176,,1,0,
1718520,6093.2,142.1,118.2,4.14,0.026,0.041,1.278,0.053,0.079,5.56,0.4,36160,,1,0,
1719093,6943.7,152.4,141.2,4.151,0.033,0.033,1.5,0.082,0.071,1.81,0.21,2109,1,2,0,
1718985,6013.5,129.1,124.6,4.302,0.043,0.046,1.087,0.075,0.08,14.0,1.26,17663,,1,0,
1718828,6518.6,197.9,158.6,4.192,0.025,0.034,1.206,0.055,0.079,22.33,2.25,1156,,1,0,
1718670,6024.3,124.9,116.8,4.034,0.032,0.044,1.339,0.056,0.118,15.14,2.06,1640,,1,0,
1718958,6283.5,101.5,102.7,4.467,0.014,0.019,1.039,0.024,0.032,9.35,0.7,15440,,1,,1
1866182,5138.7,80.1,72.2,4.379,0.023,0.02,0.847,0.027,0.02,11.14,0.97,38346,,1,1,
1429092,5420.3,98.1,93.7,4.561,0.021,0.034,0.848,0.034,0.051,9.09,0.67,30833,,1,0,
1569897,5689.7,112.8,109.0,4.417,0.04,0.045,0.959,0.069,0.073,24.84,2.46,8588,,1,0,
1570150,6315.1,118.8,134.3,4.433,0.016,0.019,1.101,0.03,0.037,1.86,0.13,39460,1,1,0,
1570191,5827.9,122.8,123.0,3.965,0.06,0.047,1.152,0.119,0.077,18.21,1.63,12015,,1,0,
1718360,5340.3,84.3,73.3,4.24,0.031,0.025,0.879,0.046,0.033,2.92,0.2,49519,1,1,0,
1718401,6326.7,113.9,110.7,4.386,0.022,0.032,1.123,0.041,0.056,7.11,0.61,4316,,1,0,
1718354,6926.4,144.9,146.1,4.045,0.036,0.036,1.416,0.069,0.064,1.59,0.1,1705,1,2,0,
1865206,5332.9,105.3,101.4,4.544,0.025,0.039,0.852,0.039,0.057,22.42,1.98,16364,,1,0,
1865674,5310.4,100.3,95.2,4.538,0.026,0.038,0.853,0.041,0.058,14.59,1.14,62854,,1,0,
1865698,5416.9,101.2,100.8,4.519,0.028,0.041,0.88,0.044,0.061,14.29,1.17,29657,,1,0,
1865590,6442.7,136.8,128.6,4.299,0.026,0.036,1.253,0.054,0.069,5.8,0.39,336,,1,0,
1865519,6302.2,117.3,115.6,3.847,0.029,0.049,1.541,0.067,0.156,5.06,0.47,2270,,1,0,
2011905,6422.9,125.2,114.0,3.807,0.033,0.034,1.652,0.073,0.077,3.91,0.48,2217,,1,0,
1865152,5878.0,140.0,175.0,4.512,0.04,0.16,1.058,0.101,0.151,7.67,0.74,1958,,2,,
1865174,5697.0,107.6,104.9,4.471,0.03,0.042,0.951,0.051,0.065,16.19,1.37,13323,,1,0,
1865136,6724.4,143.9,133.4,4.037,0.031,0.031,1.526,0.074,0.072,14.42,3.19,1039,,1,0,
1864951,6132.8,113.5,112.1,4.38,0.033,0.043,1.101,0.056,0.072,8.87,0.76,3273,,1,0,
1865305,6435.0,129.3,134.0,4.048,0.033,0.034,1.424,0.068,0.065,8.2,0.65,6999,,1,0,
1865273,5811.5,119.7,117.0,4.134,0.057,0.062,1.07,0.1,0.085,4.3,0.28,2104,,1,0,
2011901,5583.4,101.9,100.5,4.519,0.027,0.038,0.889,0.041,0.052,14.49,1.08,50779,,1,0,
2011444,5880.0,184.0,205.0,4.518,0.037,0.2,1.01,0.127,0.127,18.62,2.35,3020,,2,,
2011440,5733.1,104.6,98.7,4.51,0.022,0.033,0.933,0.038,0.054,17.57,1.6,20019,,1,0,
2011618,5992.1,121.4,115.9,4.239,0.039,0.042,1.106,0.073,0.083,11.69,0.83,72020,,1,0,
1864220,6080.1,120.6,122.0,3.947,0.046,0.043,1.265,0.127,0.074,20.92,1.69,1623,,1,0,
1864305,5484.8,87.6,86.4,4.54,0.015,0.022,0.928,0.029,0.034,17.11,1.36,34596,,1,0,
1864087,5709.4,106.8,102.9,4.476,0.031,0.043,0.951,0.05,0.063,19.25,2.0,8680,,1,0,
1863905,5883.6,108.8,108.5,4.152,0.04,0.047,1.101,0.085,0.088,24.67,2.36,1108,,1,0,
1864124,6270.8,137.3,122.9,4.137,0.027,0.033,1.321,0.054,0.059,7.18,0.56,1403,,1,0,
2010593,6103.9,105.3,106.8,4.392,0.023,0.033,1.123,0.045,0.06,62.98,4.37,39298,,1,0,
2010374,5905.5,114.8,111.9,4.342,0.061,0.064,1.037,0.073,0.078,15.41,1.51,12272,,1,0,
2010152,5860.0,110.7,113.5,4.471,0.032,0.038,0.909,0.054,0.058,18.45,1.82,7623,,1,0,
2010256,6174.1,134.2,122.2,4.084,0.031,0.035,1.334,0.055,0.067,12.59,2.74,1744,,1,0,
2010658,5627.1,123.8,119.8,4.07,0.061,0.057,1.012,0.081,0.073,27.41,4.1,1830,,1,0,
2156488,6141.3,115.0,114.1,4.352,0.033,0.042,1.118,0.061,0.076,9.75,1.01,3446,,1,0,
2156839,6252.1,124.3,119.8,4.312,0.038,0.039,1.173,0.064,0.077,4.88,0.44,8882,,1,0,
2156809,5413.8,102.0,100.0,4.536,0.027,0.041,0.867,0.043,0.056,29.18,3.52,5287,,1,0,
2011160,5824.7,103.4,102.4,4.469,0.024,0.036,0.981,0.044,0.064,16.75,1.18,5897,,1,0,
2156933,6128.0,115.6,110.0,4.445,0.024,0.032,1.044,0.044,0.056,10.52,1.31,6110,,1,0,
2156879,6285.6,114.2,110.8,4.403,0.019,0.028,1.122,0.036,0.057,2.0,0.14,35155,1,1,0,
2156537,5909.5,118.2,108.3,4.163,0.048,0.052,1.106,0.084,0.088,22.25,1.61,2478,,1,0,
2156529,5431.8,100.3,99.3,4.489,0.037,0.047,0.888,0.054,0.063,18.99,1.72,19044,,1,0,
2156685,5367.5,102.3,98.7,4.577,0.023,0.034,0.817,0.039,0.048,10.25,0.71,26511,,1,0,
2156069,5668.1,101.3,98.2,4.491,0.028,0.04,0.936,0.047,0.06,22.11,1.95,5209,,1,0,
2156123,6622.6,131.9,120.4,4.306,0.023,0.031,1.293,0.044,0.052,4.06,0.26,753,,1,0,
2156121,5337.7,99.6,94.5,4.562,0.024,0.037,0.833,0.039,0.052,14.98,1.31,15131,,1,0,
2156490,5464.3,104.6,99.5,4.526,0.045,0.063,0.831,0.051,0.05,21.06,2.69,1375,,1,,
2299081,6510.4,133.3,112.1,4.27,0.025,0.029,1.323,0.054,0.055,7.19,0.53,766,,1,0,
2155064,6167.9,114.1,116.5,4.422,0.029,0.037,1.009,0.05,0.061,12.34,1.26,11545,,1,0,
2298013,6243.2,107.7,112.2,4.356,0.024,0.031,1.18,0.045,0.059,2.36,0.16,19870,,1,0,
2154965,5574.4,107.3,106.3,4.474,0.035,0.047,0.922,0.054,0.066,10.76,0.84,34439,,1,0,
2297729,4673.8,99.3,99.6,2.955,0.272,0.287,1.01,0.276,0.134,7.55,0.54,142076,,2,,
2297468,6003.7,107.2,119.3,4.489,0.016,0.021,0.998,0.029,0.04,12.0,1.09,14504,,1,0,
2297426,6188.9,119.0,118.5,4.409,0.033,0.039,1.003,0.055,0.063,25.58,3.11,1361,,1,0,
2298185,5392.1,116.5,107.0,4.409,0.107,0.158,0.877,0.065,0.057,26.26,1.94,1486,,1,,
2298305,5566.8,115.5,111.2,4.277,0.046,0.046,0.928,0.071,0.065,15.19,1.11,46289,,1,0,
2438851,5292.1,106.2,95.2,4.487,0.04,0.04,0.857,0.058,0.057,29.14,4.8,9707,,1,0,
2439469,6301.9,125.7,121.8,3.977,0.037,0.049,1.337,0.067,0.111,5.21,0.39,5254,,1,0,
2439140,5731.6,104.9,102.2,4.231,0.039,0.041,1.024,0.075,0.071,8.72,0.61,30646,,1,0,
2438927,7020.1,152.4,150.0,4.175,0.06,0.063,1.459,0.086,0.078,3.64,0.25,2626,,2,0,
2298058,6123.0,129.9,125.1,4.065,0.045,0.041,1.002,0.076,0.063,8.31,0.64,4227,,1,0,
2438272,6254.6,121.0,113.2,4.451,0.015,0.023,1.055,0.03,0.046,11.37,0.97,10539,,1,0,
2438513,5850.1,91.3,89.5,4.518,0.013,0.02,0.963,0.025,0.033,13.13,1.07,31556,,1,0,1
2438502,5421.8,172.9,184.3,3.866,0.065,0.083,1.24,0.125,0.15,8.21,0.55,43195,,1,0,
2437888,5628.7,103.0,101.3,4.404,0.045,0.049,0.94,0.07,0.07,9.97,0.85,14366,,1,0,
2437996,5634.3,91.1,85.4,4.508,0.019,0.028,0.954,0.034,0.046,14.49,1.23,20710,,1,0,
2437849,5448.0,202.0,168.0,3.771,0.672,0.168,1.349,0.18,0.421,10.91,0.8,40539,,2,,
2437852,5505.0,191.0,191.0,4.555,0.032,0.179,0.992,0.082,0.112,10.89,0.79,32141,,2,,
2438566,5769.1,123.7,116.0,3.904,0.1,0.088,1.176,0.104,0.097,6.99,0.51,7830,,3,0,
2438757,6630.1,136.5,129.1,3.783,0.031,0.033,1.686,0.074,0.075,2.94,0.18,1754,,2,0,
2438863,5722.4,90.5,84.3,4.454,0.018,0.028,1.069,0.035,0.05,26.84,1.58,4557,,1,0,
2571238,5518.4,90.4,93.3,4.502,0.028,0.038,0.9,0.046,0.056,19.83,2.18,869,,1,0,0
2571008,6559.3,126.4,141.4,4.095,0.035,0.035,1.383,0.07,0.063,5.95,1.2,1285,,1,0,
2297232,5706.0,77.0,77.0,4.525,0.014,0.126,1.048,0.042,0.063,22.09,1.79,7144,,2,,
2297236,5706.0,77.0,77.0,4.525,0.014,0.126,1.048,0.042,0.063,22.39,2.16,7957,,2,,
2437044,4961.8,87.5,81.7,4.543,0.036,0.038,0.789,0.043,0.041,24.21,2.07,1332,,1,0,
2436781,5584.9,103.4,100.9,4.383,0.066,0.068,0.928,0.069,0.067,12.69,0.93,4191,,1,0,
2569105,4951.4,70.8,70.2,4.443,0.022,0.02,0.821,0.021,0.017,33.75,2.6,19347,,1,1,
2568717,5715.4,123.4,115.9,4.326,0.043,0.042,0.932,0.072,0.065,31.63,2.93,1978,,1,0,
2437092,6112.0,193.0,236.0,4.336,0.128,0.192,1.018,0.167,0.125,3.16,0.21,16607,,2,,
2437612,5199.4,248.0,142.6,3.971,0.181,0.067,0.903,0.136,0.056,11.29,1.56,6856,,1,0,
2437359,5272.0,158.0,142.0,4.542,0.045,0.097,0.848,0.078,0.078,16.3,1.37,14356,,2,,
2437329,4771.7,83.8,78.4,4.576,0.028,0.03,0.751,0.038,0.036,11.53,0.86,21216,,1,0,
2569763,5560.0,175.5,349.0,3.955,0.076,0.096,1.057,0.128,0.17,8.5,0.59,10309,,1,,
2570536,5234.0,142.0,142.0,4.519,0.064,0.088,0.826,0.085,0.07,10.11,0.76,32371,,2,,
2570108,6352.4,123.6,128.9,4.086,0.034,0.038,1.33,0.063,0.069,3.56,0.6,1465,,1,0,
2570049,5849.1,118.6,116.4,4.205,0.042,0.048,1.058,0.081,0.083,23.83,2.73,1377,,1,0,
2708286,5638.0,113.5,100.2,4.299,0.049,0.045,0.837,0.061,0.047,18.64,1.37,1994,,1,0,
2708278,5332.5,109.2,94.0,4.54,0.012,0.019,0.942,0.025,0.035,18.47,1.7,14789,,1,0,
2569327,6353.1,143.0,140.7,4.181,0.037,0.033,1.261,0.058,0.059,2.8,0.24,2947,,1,0,
2707389,5700.1,124.4,117.8,4.229,0.06,0.058,0.985,0.082,0.076,28.35,3.51,1674,,1,,
2847186,5103.7,105.4,96.8,4.633,0.017,0.019,0.739,0.026,0.034,18.19,1.58,11338,,1,,
2847074,5457.5,134.6,130.5,3.762,0.033,0.036,1.158,0.066,0.07,49.08,5.28,14149,,1,0,
2706707,5982.4,101.3,100.8,4.475,0.02,0.03,0.991,0.036,0.049,16.7,1.01,1060,,1,0,
2706788,5555.5,165.4,322.5,4.205,0.231,0.267,0.93,0.16,0.11,36.12,3.59,3517,,3,,
2706738,6143.7,124.9,111.5,4.284,0.031,0.035,1.191,0.057,0.07,1.14,0.08,35869,1,1,0,
2845611,6080.8,129.3,127.1,3.789,0.057,0.044,1.414,0.179,0.086,28.67,1.08,545,,1,0,
2707130,6519.7,128.8,138.5,4.297,0.03,0.036,1.233,0.05,0.061,3.51,0.36,3169,,1,0,
2846319,5601.2,104.9,102.6,4.495,0.033,0.046,0.919,0.05,0.06,20.35,2.41,5201,,1,0,
2846888,5623.9,97.2,98.4,4.294,0.03,0.037,1.056,0.054,0.062,19.16,1.61,691,,1,0,
2984366,5782.5,111.8,109.7,4.398,0.042,0.048,0.988,0.069,0.076,25.75,4.21,2120,,1,0,
2983828,5575.9,101.4,97.9,4.494,0.036,0.049,0.913,0.052,0.06,24.05,3.21,3627,,1,0,
2983764,6670.8,141.3,139.0,4.19,0.033,0.031,1.356,0.067,0.052,3.76,0.46,1479,,1,0,
2983751,6773.0,189.0,283.0,4.327,0.072,0.217,1.294,0.209,0.19,10.72,0.82,4433,,2,,
3111124,5992.4,118.1,112.8,3.556,0.027,0.026,1.565,0.058,0.055,5.51,0.76,1760,,1,0,
3111172,6347.5,121.6,121.7,3.909,0.027,0.049,1.428,0.062,0.136,21.38,2.91,462,,1,0,
2983673,5785.5,121.9,115.7,4.048,0.083,0.084,1.096,0.106,0.087,9.81,0.76,2192,,1,,
3110687,6574.2,141.7,127.0,4.2,0.034,0.033,1.335,0.065,0.049,4.7,0.83,1834,,1,0,
3110891,5938.0,188.0,208.0,4.479,0.067,0.202,0.98,0.132,0.119,48.03,3.51,1492,,2,,
3111031,5714.9,106.7,104.3,4.434,0.04,0.049,0.964,0.062,0.07,17.57,1.57,13945,,1,0,
2983040,6597.9,121.8,122.0,4.228,0.026,0.03,1.427,0.054,0.061,6.18,0.51,659,,1,0,
2982925,5335.9,108.4,102.9,4.543,0.031,0.044,0.847,0.045,0.056,25.23,3.13,3551,,1,0,
2982816,5752.8,121.6,117.3,4.256,0.076,0.076,1.0,0.081,0.078,12.6,0.99,23805,,1,0,
2983000,6108.0,183.0,201.0,4.443,0.084,0.196,0.959,0.128,0.102,1.08,0.07,5148,,2,,
2982923,6203.8,300.2,164.3,4.132,0.033,0.045,1.159,0.091,0.111,4.8,0.6,3672,,1,0,
2982842,5769.6,118.7,115.3,4.391,0.05,0.057,0.984,0.07,0.075,17.14,2.98,6607,,1,0,
3109707,5655.8,110.0,104.5,4.504,0.043,0.06,0.913,0.061,0.062,23.02,2.37,3207,,1,,
3109618,5747.8,101.3,100.5,4.474,0.027,0.038,0.963,0.047,0.064,21.19,2.08,7989,,1,0,
2983182,5409.4,93.4,93.5,4.481,0.037,0.043,0.883,0.059,0.063,25.94,2.92,413,,1,0,
3110177,5541.2,99.9,98.2,4.486,0.033,0.045,0.913,0.053,0.064,23.89,2.51,1998,,1,0,1
3110129,5388.9,101.8,98.7,4.528,0.03,0.044,0.867,0.045,0.058,18.47,1.52,3122,,1,0,
3110505,5477.4,123.2,120.6,3.853,0.06,0.059,1.119,0.083,0.085,4.49,0.32,33172,,1,0,
3110573,5463.7,104.1,102.3,4.516,0.034,0.048,0.884,0.048,0.059,11.92,0.85,60095,,1,0,
3110776,6727.2,133.1,131.1,3.954,0.034,0.034,1.666,0.072,0.076,3.63,1.42,2277,,2,0,
3110870,5619.1,87.6,86.9,4.526,0.015,0.021,0.955,0.029,0.035,15.08,1.21,30011,,1,0,
3110953,5835.7,95.2,96.8,4.521,0.018,0.027,0.925,0.031,0.042,22.85,0.94,2582,,1,0,
3229769,5319.9,104.5,99.1,4.52,0.036,0.048,0.856,0.049,0.057,28.58,2.7,10245,,1,0,
3229448,5740.8,113.5,112.9,4.162,0.058,0.06,1.024,0.091,0.079,4.93,0.3,1481,,1,0,
3229592,5429.9,113.5,101.1,4.185,0.05,0.048,0.903,0.062,0.052,33.25,1.69,3524,,1,0,
3229594,5542.0,74.0,82.0,3.732,0.203,0.087,1.322,0.147,0.294,28.57,6.08,1530,,2,,
3229504,6127.7,126.2,109.9,4.077,0.052,0.057,1.258,0.071,0.103,9.82,0.46,1020,,1,0,
3109997,6329.9,110.6,114.9,3.744,0.037,0.05,1.679,0.074,0.167,1.67,0.1,32358,1,1,0,
3229150,5942.0,176.0,193.0,4.506,0.039,0.208,1.028,0.127,0.14,17.73,1.55,9239,,2,,1
3228931,5315.3,85.0,74.9,4.244,0.04,0.038,0.877,0.041,0.03,4.28,0.32,93082,,1,0,
3228752,5730.2,105.1,102.6,4.417,0.047,0.056,0.969,0.065,0.071,11.29,0.85,10362,,1,0,
3228825,6764.8,138.5,134.8,4.195,0.03,0.032,1.437,0.07,0.066,1.15,0.13,450,,1,0,
3229222,5836.7,103.3,97.1,4.498,0.02,0.031,0.958,0.037,0.054,28.39,5.1,3049,,1,0,
3229346,5439.6,97.3,93.8,4.559,0.02,0.033,0.853,0.033,0.05,19.25,1.61,30365,,1,0,
3336651,4862.4,92.3,87.8,4.652,0.028,0.029,0.667,0.041,0.037,0.79,0.05,3287,,1,,
3228986,6293.0,109.3,116.9,4.333,0.024,0.036,1.235,0.047,0.058,6.21,0.48,11475,,1,0,
3228945,5964.8,120.2,120.5,3.892,0.068,0.065,1.269,0.14,0.088,5.92,0.5,11106,,1,0,
3336238,5603.9,117.2,112.7,4.326,0.05,0.049,0.935,0.073,0.068,25.23,3.11,3879,,1,0,
3336441,5929.8,111.3,106.8,4.448,0.025,0.036,1.015,0.046,0.065,17.47,2.23,9858,,1,0,
3109550,5288.0,86.5,81.8,4.523,0.024,0.035,0.903,0.039,0.051,30.17,4.88,14886,,1,0,1
3228585,5979.4,107.6,101.0,4.472,0.019,0.031,1.002,0.036,0.055,19.09,2.55,4943,,1,0,
3228409,6271.0,115.4,107.9,4.405,0.019,0.029,1.117,0.036,0.057,10.61,0.7,2771,,1,0,
3336001,6604.9,128.3,126.6,4.29,0.025,0.03,1.311,0.047,0.05,3.48,0.36,2107,,1,0,
3336072,6188.0,197.0,219.0,4.367,0.144,0.176,0.895,0.117,0.088,0.96,0.06,47666,1,2,,
3336146,5613.3,112.5,108.5,4.282,0.042,0.042,0.913,0.068,0.061,21.79,2.54,3513,,1,0,
3437785,5585.0,83.4,80.3,4.202,0.028,0.027,0.791,0.032,0.023,2.46,0.14,278,,1,0,
3335956,6139.1,134.2,111.2,4.139,0.026,0.041,1.273,0.054,0.077,10.48,1.05,1363,,1,0,
3437693,5427.7,97.4,91.9,4.496,0.039,0.04,0.834,0.056,0.057,21.53,2.87,6789,,1,0,
3335574,5247.8,90.1,78.7,4.388,0.038,0.029,0.849,0.047,0.032,19.66,2.08,12581,,1,0,
3335426,5762.5,116.3,114.7,4.212,0.057,0.059,1.015,0.084,0.078,17.6,2.57,3201,,1,0,
3436994,6289.2,126.7,140.7,4.236,0.039,0.025,1.289,0.06,0.057,6.86,0.72,1907,,1,0,
3437032,5599.6,89.7,85.0,4.235,0.035,0.033,0.791,0.034,0.024,25.76,2.13,8940,,1,0,
1873823,6367.4,145.3,150.4,4.182,0.031,0.027,1.312,0.06,0.063,9.84,0.81,977,,1,0,
1873925,6095.9,113.1,111.0,4.402,0.033,0.044,1.077,0.055,0.068,12.42,1.11,5259,,1,0,
1874268,6799.5,138.2,131.4,4.263,0.021,0.027,1.404,0.048,0.054,2.49,0.18,2511,,1,0,
1874014,5312.7,90.7,88.4,4.537,0.031,0.037,0.819,0.044,0.054,29.99,3.71,4346,,1,0,
1874365,5624.3,144.9,136.5,4.216,0.035,0.038,1.051,0.088,0.078,9.49,0.55,3074,,1,0,
1874384,5907.0,158.0,193.0,4.499,0.054,0.216,1.02,0.127,0.127,12.19,0.97,6705,,2,,
2020703,5703.3,109.1,105.7,4.456,0.035,0.046,0.957,0.056,0.068,24.54,2.64,6515,,1,0,
2311218,6813.6,144.0,136.5,4.215,0.029,0.03,1.405,0.067,0.06,2.12,0.18,2459,1,1,0,
2311704,6087.8,130.9,135.4,3.659,0.069,0.058,1.563,0.176,0.108,2.04,0.11,1654,,1,0,
2452107,6708.1,145.8,143.7,4.172,0.128,0.215,1.375,0.163,0.107,19.65,2.05,6166,,1,,
2167696,4775.0,82.2,77.6,4.563,0.028,0.025,0.76,0.038,0.034,30.43,3.86,7630,,1,0,
2021633,5882.0,70.0,79.0,4.369,0.08,0.12,1.06,0.076,0.064,14.58,1.37,1126,,2,,
2310497,5034.5,89.9,82.0,4.554,0.028,0.033,0.8,0.041,0.048,10.32,0.71,55852,,1,0,
2167128,5898.4,112.3,111.4,4.105,0.071,0.079,1.124,0.102,0.092,8.69,0.55,3085,,1,0,
2167198,6282.7,122.7,127.0,4.282,0.032,0.043,1.235,0.062,0.067,1.28,0.1,11364,1,1,0,
2167334,6437.5,132.1,125.3,4.138,0.035,0.034,1.388,0.065,0.057,4.42,0.55,2094,,1,0,
2167151,5923.8,100.2,100.6,4.494,0.022,0.032,0.94,0.037,0.05,16.99,1.74,10453,,1,0,
2166773,5821.2,129.2,125.3,3.949,0.057,0.045,1.17,0.106,0.071,8.55,0.49,1913,,1,0,
2166932,5942.0,114.1,107.5,4.466,0.023,0.034,1.001,0.042,0.059,10.83,0.8,32352,,1,0,
2167039,5996.8,122.8,116.2,4.293,0.042,0.044,1.084,0.075,0.079,16.05,0.94,2028,,1,0,
2310233,6543.0,71.0,77.0,4.147,0.162,0.108,1.161,0.118,0.075,5.67,0.22,439,,2,,
2167392,6527.1,136.0,137.2,4.221,0.036,0.035,1.309,0.064,0.061,5.6,0.57,903,,1,0,
2310456,5291.0,97.2,90.9,4.57,0.022,0.035,0.821,0.036,0.051,5.45,0.39,90000,1,1,0,
2310467,5740.2,111.3,108.2,4.463,0.041,0.054,0.958,0.058,0.065,5.42,0.39,4065,,1,0,
2310259,5128.8,99.7,93.7,4.57,0.023,0.033,0.801,0.036,0.05,31.06,3.07,14575,,1,0,
2309884,6399.5,136.9,126.5,4.295,0.028,0.038,1.241,0.058,0.074,5.33,0.32,644,,1,0,
2309943,6301.1,129.9,127.5,4.066,0.034,0.037,1.326,0.064,0.073,7.22,0.63,1058,,1,0,
