Name,PSRJ,P0,P1,F0,Binary,Type,Age,Bsurf,Edot,Dist
"J0244+14","J0244+14",2.1281,,0.469903," "," ",,,,2.73
"J0337+1715","J0337+1715",0.00273258863244,1.7666E-20,365.953363096,"ELL1"," ",2.45E9,2.22E8,3.400000045076012E34,1.3
"J0407+1607","J0407+1607",0.02570173919463,7.9E-20,38.90787282632,"BT"," ",5.15E9,1.44E9,1.800000063667539E32,4.07
"J0329+1654","J0329+1654",0.893319660649,2.1525E-16,1.119420118072," "," ",6.58E7,4.4400001E11,1.200000042445026E31,3.35
"B0301+19","J0304+1932",1.387584446262,1.295235E-15,0.720676858762," "," ",1.7E7,1.36000006E12,1.9000000293090119E31,0.95
"J0241+16","J0241+16",1.5454,,0.647082," "," ",,,,1.01
"J0229+20","J0229+20",0.8069,,1.239311," "," ",,,,2.97
"J0158+21","J0158+21",0.5053,,1.979022," "," ",,,,1.45
"J0435+27","J0435+27",0.3262793,,3.064859," "," ",,,,3.43
"J0357+3205","J0357+3205",0.4441044988,1.3037E-14,2.251722292," ","NRAD",540000.0,2.42999991E12,5.900000105611978E33,
"J0417+35","J0417+35",0.6544,,1.52812," "," ",,,,2.68
"J0510+38","J0510+38",0.0765644,,13.0609," "," ",,,,2.74
"J0501+4516","J0501+4516",5.76209653,5.82E-12,0.173547943," ","AXP,NRAD",15700.0,1.84999995E14,1.1999999696854499E33,2.2
"B0458+46","J0502+4654",0.638565481517,5.582339E-15,1.566010110074," "," ",1810000.0,1.91000006E12,8.499999967170877E32,1.78
"J0519+44","J0519+44",0.515,,1.941748," "," ",,,,2.03
"J0419+44","J0419+44",1.241,,0.805802," "," ",,,,3.12
"J0358+42","J0358+42",0.2264777,,4.41545," "," ",,,,2.07
"B0320+39","J0323+3944",3.032071956385,6.3562E-16,0.329807476335," "," ",7.56E7,1.39999995E12,9.000000034120601E29,2.61
"J0340+4130","J0340+4130",0.00329,,303.951368," ","HE",,,,2.67
"B0331+45","J0335+4555",0.26920054092953,7.3505E-18,3.71470278829," "," ",5.8E8,4.4999999E10,1.5000000530562825E31,2.08
"B0353+52","J0357+5236",0.1970300980314,4.76594E-16,5.075366707885," "," ",6550000.0,3.09999993E11,2.5000001187436275E33,4.73
"J0426+4933","J0426+4933",0.922474730055,3.93444E-14,1.084040535116," "," ",371000.0,6.1000002E12,1.9999999494757496E33,3.6
"J0519+54","J0519+54",0.340194,,2.9395," "," ",,,,2.03
"B0450+55","J0454+5543",0.340729436235,2.37227E-15,2.93487997706," "," ",2280000.0,9.1E11,2.3999999393708998E33,1.18
"J0408+551","J0408+551",1.837,,0.544366," "," ",,,,2.04
"J0408+552","J0408+552",0.754,,1.32626," "," ",,,,2.36
"J0218+4232","J0218+4232",0.00232309046783,7.7389E-20,430.4610663457,"ELL1","HE[khvb98,aaa+09f]",4.76E8,4.29E8,2.4000000208616252E35,3.15
"B0153+39","J0156+3949",1.81156061131,1.516E-16,0.55201023568," "," ",1.89E8,5.29999987E11,1.0000000116860971E30,4.85
"B0045+33","J0048+3412",1.217094296058,2.35454E-15,0.821629025162," "," ",8190000.0,1.71000005E12,5.2000000323459955E31,3.68
"B0011+47","J0014+4746",1.240699038946,5.6446E-16,0.805997239145," "," ",3.48E7,8.4699998E11,1.200000042445026E31,1.82
"J0106+4855","J0106+4855",0.083157305005,4.2792E-16,12.02540173638," ","HE",3080000.0,1.91000003E11,2.8999999631196253E34,7.33
"J0102+4839","J0102+4839",0.00296,,337.837838,"BT","HE",,,,4.03
"B0053+47","J0056+4756",0.472036662076,3.32849E-15,2.11847951725," "," ",2250000.0,1.26999999E12,1.1999999696854499E33,1.0
"J0059+50","J0059+50",0.996009,,1.00401," "," ",,,,5.79
"B0052+51","J0055+5117",2.115171148865,9.53764E-15,0.472774981134," "," ",3510000.0,4.5499999E12,3.9999999899009695E31,2.4
"J0139+5621","J0139+5621",1.77534382596,7.9096E-14,0.56327117338," "," ",356000.0,1.20000002E13,5.600000076810828E32,5.54
"J0103+54","J0103+54",0.354304,,2.82243," ","RRAT",,,,2.69
"B0114+58","J0117+5914",0.1014390664824,5.849955E-15,9.85813488508," "," ",275000.0,7.7999997E11,2.1999999880790704E35,2.14
"J0033+57","J0033+57",0.315,,3.174603," "," ",,,,3.34
"B0037+56","J0040+5716",1.1182253452412,2.878973E-15,0.894274132004," "," ",6150000.0,1.81999999E12,8.099999831756574E31,4.48
"J0058+6125","J0058+6125",0.637,,1.569859," "," ",,,,5.81
"J0033+61","J0033+61",0.912,,1.096491," "," ",,,,1.92
"J0026+6320","J0026+6320",0.318357731235,1.5006E-16,3.141120512829," "," ",3.36E7,2.21000008E11,1.800000063667539E32,13.6
"J0324+5239","J0324+5239",0.336620230291,3.81E-16,2.97070677878," "," ",1.4E7,3.61999991E11,3.899999865097924E32,6.28
"B0339+53","J0343+5312",1.934478067294,1.342243E-14,0.516935299969," "," ",2280000.0,5.16E12,7.300000106624791E31,2.48
"B0355+54","J0358+5413",0.1563824177774,4.396862E-15,6.3945807605," ","HE[to07]",564000.0,8.39E11,4.499999806284903E34,1.0
"B0329+54","J0332+5434",0.714519699726,2.048265E-15,1.39954153872," "," ",5530000.0,1.21999996E12,2.2000000171829007E32,1.0
"J0341+5711","J0341+5711",1.888,,0.529661," "," ",,,,4.47
"J0214+5222","J0214+5222",0.02457529479071,2.99E-19,40.6912718043,"BT"," ",1.3E9,2.74E9,7.999999797902999E32,1.21
"J0212+5222","J0212+5222",0.376386292,6.6E-15,2.656844899," "," ",904000.0,1.58999996E12,4.9000000581145276E33,1.91
"J0248+6021","J0248+6021",0.217094,5.509E-14,4.6063," ","HE[tpc+11]",62400.0,3.49999989E12,2.0999999716877932E35,2.0
"J0243+6027","J0243+6027",1.473,,0.678887," "," ",,,,6.99
"J0242+62","J0242+62",0.592,,1.689189," "," ",,,,0.21
"J0418+5732","J0418+5732",9.07838822,4.1E-15,0.1101517115," ","AXP,NRAD",3.51E7,6.17E12,2.2000000043931317E29,
"J0413+58","J0413+58",0.687,,1.455604," "," ",,,,2.24
"B0402+61","J0406+6138",0.5945761650437,5.57316E-15,1.681870311647," "," ",1690000.0,1.84000001E12,9.999999747378748E32,3.05
"J0417+61","J0417+61",0.440283,,2.27127," "," ",,,,3.6
"J0533+67","J0533+67",0.00439,,227.790433," "," ",,,,5.8
"J0358+66","J0358+66",0.09150682,,10.92815," "," ",,,,3.52
"J0338+66","J0338+66",1.762,,0.56754," "," ",,,,3.63
"J0325+67","J0325+67",1.364741,,0.73274," "," ",,,,3.49
"B0410+69","J0415+6954",0.3907150899386,7.6601E-17,2.559409722714," "," ",8.08E7,1.74999994E11,5.10000018039136E31,1.57
"B0144+59","J0147+5922",0.19632137543003,2.56763E-16,5.093688844679," "," ",1.21E7,2.26999992E11,1.3000000035390253E33,1.91
"B0154+61","J0157+6212",2.35174493646,1.889254E-13,0.425216180759," "," ",197000.0,2.1299999E13,5.700000110664403E32,1.61
"B0136+57","J0139+5814",0.27245063095,1.071167E-14,3.67038973818," "," ",403000.0,1.73000006E12,2.0999999251216642E34,2.6
"B0138+59","J0141+6009",1.2229485205457,3.9107E-16,0.817695907227," "," ",4.95E7,6.9999998E11,8.399999842367831E30,2.3
"J0125+62","J0125+62",1.708233,,0.5854," "," ",,,,5.1
"J0146+6145","J0146+6145",8.6889941,1.99E-12,0.115088121," ","AXP,NRAD",69100.0,1.33000004E14,1.200000042445026E32,3.6
"J0141+63","J0141+63",0.04668588,,21.4198," "," ",,,,21.68
"J0136+63","J0136+63",0.717895,,1.39296," "," ",,,,24.03
"J0215+6218","J0215+6218",0.548879819155,6.6212E-16,1.821892452777," "," ",1.31E7,6.0999998E11,1.5999999959603878E32,3.19
"J0205+6449","J0205+6449",0.06571592849324,1.93754256E-13,15.21701089718," ","HE",5370.0,3.60999997E12,2.7000000476837153E37,3.2
"J0201+7005","J0201+7005",1.349184471846,5.5144E-15,0.741188488948," ","RRAT",3880000.0,2.75999988E12,8.899999556888358E31,1.15
"B0105+65","J0108+6608",1.2836598429,1.3051E-14,0.7790225779," "," ",1560000.0,4.14000008E12,2.400000084890052E32,1.65
"J0112+66","J0112+66",4.30124,,0.23249," "," ",,,,5.25
"B0059+65","J0102+6537",1.679164229064,5.95492E-15,0.595534363281," "," ",4470000.0,3.19999993E12,4.9999998736893745E31,2.45
"J0054+66","J0054+66",1.39,,0.719424," ","RRAT",,,,0.81
"J0034+69","J0034+69",0.03680412,,27.17087," "," ",,,,3.99
"B0105+68","J0108+6905",1.071118109859,4.809E-17,0.933603858245," "," ",3.53E8,2.30000001E11,1.5000000530562825E30,2.59
"J0053+69","J0053+69",0.832938,,1.20057," "," ",,,,8.4
"J0007+7303","J0007+7303",0.3158731909,3.6039E-13,3.165827392," ","NRAD",13900.0,1.08000004E13,4.500000178813933E35,1.4
"B0226+70","J0231+7026",1.466820306152,3.10998E-15,0.681746765985," "," ",7470000.0,2.15999998E12,3.9000001379463347E31,2.25
"J0308+74","J0308+74",0.00316,,316.455696," ","HE",,,,0.34
"J0332+79","J0332+79",2.05621,,0.486332," ","RRAT",,,,0.93
"B0919+06","J0922+0638",0.430627098928,1.37294E-14,2.32219477708," "," ",497000.0,2.45999993E12,6.799999973736702E33,1.1
"J0928+06","J0928+06",2.0604,,0.485343," "," ",,,,2.88
"B0834+06","J0837+0610",1.2737682915785,6.799219E-15,0.785072141151," "," ",2970000.0,2.98000004E12,1.2999999853491314E32,0.76
"J0843+0719","J0843+0719",1.36586,,0.73214," "," ",,,,3.72
"J0848+16","J0848+16",0.4524,,2.210433," "," ",,,,3.21
"B0943+10","J0946+0951",1.09770570486,3.49339E-15,0.91099098381," "," ",4980000.0,1.97999998E12,9.999999747378749E31,0.96
"B0940+16","J0943+1631",1.087417728071,9.109E-17,0.919609800526," "," ",1.89E8,3.18000005E11,2.799999947455944E30,1.76
"J0943+22","J0943+22",0.532913,,1.87648," "," ",,,,2.39
"J0927+23","J0927+23",0.761886,,1.312532," "," ",,,,2.52
"J0947+27","J0947+27",0.85105,,1.17502," "," ",,,,2.33
"J0815+0939","J0815+0939",0.64516119106,1.39E-16,1.55000023848," "," ",7.35E7,3.02999994E11,1.9999999949504848E31,4.52
"J0751+1807","J0751+1807",0.00347877078319,7.786E-21,287.457858630106,"ELL1","HE[wob+04,aaa+09f]",7.08E9,1.67E8,7.300000288523731E33,0.4
"B0823+26","J0826+2637",0.53066051169,1.70932E-15,1.88444396743," ","HE[bwt+04]",4920000.0,9.6400002E11,4.5000000682193774E32,0.32
"J0943+41","J0943+41",2.229489,,0.448533," "," ",,,,2.33
"B1112+50","J1115+5030",1.656439759937,2.492785E-15,0.603704417261," "," ",1.05E7,2.06000003E12,2.1999999262334305E31,0.51
"J1012+5307","J1012+5307",0.00525574901412,1.712794E-20,190.267837622058,"ELL1","HE[wob+04]",4.86E9,3.04E8,4.6999999904073764E33,0.7
"J1110+58","J1110+58",0.793348,,1.26048," "," ",,,,2.17
"B0751+32","J0754+3231",1.442349479143,1.079865E-15,0.693313246519," "," ",2.12E7,1.25999999E12,1.3999999737279718E31,3.92
"J0740+41","J0740+41",0.003139215,,318.551," "," ",,,,1.29
"J0622+3749","J0622+3749",0.333208231801,2.54237E-14,3.00112633651," ","NRAD",208000.0,2.95000002E12,2.700000070035457E34,
"J0645+5158","J0645+5158",0.00885349668613,4.923E-21,112.949723194277," "," ",2.85E10,2.11E8,2.800000038405414E32,0.77
"J0636+5129","J0636+5129",0.00286895284631,3.38E-21,348.559232,"ELL1"," ",1.34E10,9.96E7,5.699999746866522E33,0.2
"B0917+63","J0921+6254",1.56799401848,3.60812E-15,0.637757534923," "," ",6890000.0,2.40999989E12,3.6999999792897132E31,0.79
"J1101+65","J1101+65",3.63132,,0.27538," "," ",,,,1.57
"J0750+57","J0750+57",1.174875,,0.85115," "," ",,,,2.19
"J0742+66","J0742+66",0.00288570374,,346.53592," ","HE[lsg+15]",,,,0.87
"J0746+66","J0746+66",0.4076702,,2.45296," "," ",,,,2.38
"B0655+64","J0700+6418",0.19567094516627,6.853E-19,5.110620788131,"BT"," ",4.52E9,1.16999997E10,3.6000000136482405E30,0.49
"J0737+69","J0737+69",6.82424,,0.146536," "," ",,,,0.94
"B0904+77","J0910+77",1.57905,,0.63329," "," ",,,,
"J1122+78","J1122+78",0.0042013838,,238.01682," "," ",,,,0.64
"B0809+74","J0814+7429",1.292241446862,1.68114E-16,0.773849192369," "," ",1.22E8,4.72000004E11,3.0999999012237814E30,0.43
"J0645+80","J0645+80",0.657873,,1.52005," "," ",,,,3.95
"B0643+80","J0653+8051",1.214440511516,3.798787E-15,0.823424441558," "," ",5070000.0,2.16999998E12,8.400000297115183E31,3.37
"J0614+83","J0614+83",1.039203,,0.96228," "," ",,,,4.04
"B0841+80","J0849+8028",1.60222797387,4.463E-16,0.624130907903," "," ",5.69E7,8.5599997E11,4.3000000005122265E30,3.38
"B1541+09","J1543+0929",0.748448416229,4.3248E-16,1.33609742277," "," ",2.74E7,5.7599997E11,4.099999841855605E31,5.9
"B1534+12","J1537+1155",0.0379044411783,2.422494E-18,26.382132776894,"DD"," ",2.48E8,9.6999997E9,1.800000027287751E33,1.05
"J1612+2008","J1612+2008",0.4266459810253,3.727E-17,2.343863635131," "," ",1.81E8,1.28E11,1.9000000293090119E31,1.43
"J1549+2113","J1549+2113",1.262471311613,8.541E-16,0.792097207122," "," ",2.34E7,1.05000003E12,1.6999999843392283E31,2.33
"J1538+2345","J1538+2345",3.44938495332,6.889E-15,0.289906755417," ","RRAT",7930000.0,4.9300001E12,6.600000119760805E30,0.98
"J1404+12","J1404+12",2.65027,,0.37732," "," ",,,,1.9
"J1453+1902","J1453+1902",0.00579230273497,1.162E-20,172.642910040475," "," ",7.9E9,2.63E8,2.3999999393708998E33,0.95
"J1503+2111","J1503+2111",3.31400150122,1.4E-16,0.301750014184," "," ",3.75E8,6.8900002E11,1.4999999464748721E29,0.72
"B1530+27","J1532+2745",1.124835742767,7.7956E-16,0.889018691334," "," ",2.29E7,9.48E11,2.1999999262334305E31,0.98
"J1640+2224","J1640+2224",0.00316331581791,2.8276E-21,316.123984313238,"DD","HE",1.77E10,9.57E7,3.499999875202774E33,1.45
"B1633+24","J1635+2418",0.4905065128003,1.19317E-16,2.038708913957," "," ",6.51E7,2.44999995E11,3.9999999899009695E31,2.27
"J1649+2533","J1649+2533",1.0152573918,5.594E-16,0.9849718978," "," ",2.88E7,7.63E11,2.1000000742787957E31,2.91
"J1652+2651","J1652+2651",0.9158034972,6.537E-16,1.09193730211," "," ",2.22E7,7.8300001E11,3.3999999686784565E31,2.93
"J1605+3249","J1605+3249",6.88,,0.145349," ","XINS,NRAD",,,,
"B1639+36A","J1641+3627A",0.010377509452,,96.362234564," "," ",,,,6.5
"B1639+36B","J1641+3627B",0.003528072,,283.4409,"BT"," ",,,,6.5
"J1641+3627C","J1641+3627C",0.003722,,268.67," "," ",,,,6.5
"J1641+3627D","J1641+3627D",0.003118,,320.72,"BT"," ",,,,6.5
"J1641+3627E","J1641+3627E",0.002487,,402.09,"BT"," ",,,,6.5
"J1630+37","J1630+37",0.00332,,301.204819,"BT"," ",,,,0.85
"B1753+52","J1754+5201",2.39139679486,1.5641E-15,0.418165652037," "," ",2.42E7,1.95999996E12,4.4999998749517534E30,3.56
"J1544+4937","J1544+4937",0.00215928839043,2.933E-21,463.11553585462,"ELL1"," ",1.17E10,8.05E7,1.2000000569969412E34,2.3
"J1629+43","J1629+43",0.1811729,,5.51959," "," ",,,,0.4
"J1710+49","J1710+49",0.0032202231,,310.5375," "," ",,,,0.39
"J1706+59","J1706+59",1.476687,,0.67719," "," ",,,,2.97
"J1342+2822A","J1342+2822A",0.002545,,392.93," "," ",,,,9.9
"J1342+2822C","J1342+2822C",0.002166,,461.7," "," ",,,,9.9
"J1342+2822B","J1342+2822B",0.00238942075779,1.858E-20,418.51147259915,"ELL1"," ",2.04E9,2.13E8,5.400000140070914E34,9.9
"J1342+2822D","J1342+2822D",0.00544297516,,183.7230504,"DD"," ",,,,9.9
"J1518+4904","J1518+4904",0.04093498890833,2.719E-20,24.428979380924,"DD"," ",2.39E10,1.07E9,1.6000000186977554E31,0.7
"B1508+55","J1509+5531",0.739681922904,4.99821E-15,1.35193245777," "," ",2340000.0,1.94999996E12,4.899999839835799E32,2.1
"J1647+66","J1647+66",1.599819,,0.625071," "," ",,,,1.8
"J1320+67","J1320+67",1.02862,,0.97218," "," ",,,,2.33
"J1434+7257","J1434+7257",0.04174114783993,5.5E-19,23.957175395244," "," ",1.2E9,4.8499999E9,2.9999999242136247E32,0.75
"J1649+80","J1649+80",0.0020210978,,494.7806," "," ",,,,3.38
"J1439+76","J1439+76",0.947903,,1.05496," ","RRAT",,,,1.78
"J1412+7922","J1412+7922",0.059198212396,4.0E-19,16.8924019751," ","NRAD",2.34E9,4.92E9,7.6000001172360475E31,
"B1322+83","J1321+8323",0.670037418386,5.663E-16,1.492453962361," "," ",1.87E7,6.2300003E11,7.3999999585794265E31,0.77
"J1627+86","J1627+86",0.395785,,2.52662," "," ",,,,3.65
"B2127+11G","J2129+1210G",0.037660166953,2.0E-18,26.553254563," "," ",2.98E8,8.7800003E9,1.5000000712461764E33,12.9
"B2127+11A","J2129+1210A",0.11066470446904,-2.10281E-17,9.036304798336," "," ",,,,12.9
"B2127+11D","J2129+1210D",0.0048028043457,-1.075E-17,208.21168801," "," ",,,,12.9
"B2127+11H","J2129+1210H",0.0067433942397,2.4E-20,148.293272565," "," ",4.45E9,4.07E8,3.1000000308267766E33,12.9
"B2127+11B","J2129+1210B",0.05613303552473,9.5406E-18,17.81482135523," "," ",9.32E7,2.33999995E10,2.0999999833293252E33,12.9
"B2127+11F","J2129+1210F",0.0040270427071,3.2E-20,248.32118076," "," ",1.99E9,3.63E8,1.900000032037496E34,12.9
"B2127+11E","J2129+1210E",0.00465143521539,1.78E-19,214.987407906," "," ",4.14E8,9.21E8,7.000000216066835E34,12.9
"B2127+11C","J2129+1210C",0.03052929614864,4.98789E-18,32.755422697308,"DD"," ",9.7E7,1.24999997E10,6.900000153109429E33,12.9
"J2045+0912","J2045+0912",0.3955551117394,1.952E-16,2.528092724179," "," ",3.21E7,2.80999985E11,1.200000042445026E32,1.99
"J2047+1053","J2047+1053",0.00429,,233.100233,"BT"," ",,,,2.23
"B2113+14","J2116+1414",0.4401530669475,2.89263E-16,2.271936912618," "," ",2.41E7,3.6100001E11,1.2999999853491314E32,4.43
"J2050+13","J2050+13",1.22,,0.8197," "," ",,,,5.4
"B2044+15","J2046+1540",1.1382856833155,1.82318E-16,0.878514080127," "," ",9.89E7,4.61000016E11,4.8999999080479014E30,2.56
"J2205+1444","J2205+1444",0.93801422813,9.0E-16,1.06608191007," "," ",1.65E7,9.3000001E11,4.300000000512226E31,3.33
"B2122+13","J2124+1407",0.694053479086,7.6801E-16,1.440811162444," "," ",1.43E7,7.3899999E11,9.10000017029233E31,2.09
"J2111+2106","J2111+2106",3.9538529596,3.24E-15,0.25291785259," "," ",1.93E7,3.61999997E12,2.0999999605919577E30,5.64
"J2139+2242","J2139+2242",1.08351351364,1.421E-15,0.922923422192," "," ",1.21E7,1.25999999E12,4.399999852466861E31,4.71
"J2151+2315","J2151+2315",0.593533613,7.08E-16,1.684824546," "," ",1.33E7,6.5600002E11,1.2999999853491314E32,1.42
"J2156+2618","J2156+2618",0.49814907254,1.42E-17,2.00743121914," "," ",5.56E8,8.5100003E10,4.4999998749517534E30,4.71
"J2002+1637","J2002+1637",0.27649748362,2.25E-16,3.616669443," "," ",1.95E7,2.51999994E11,4.199999966658651E32,6.1
"J2040+1657","J2040+1657",0.865606225032,5.949E-16,1.155259714038," "," ",2.31E7,7.2600001E11,3.5999998999614027E31,3.51
"J2043+1711","J2043+1711",0.00237987896026,5.24E-21,420.189436815,"ELL1H","HE",7.2E9,1.13E8,1.5000000130385157E34,1.25
"J2033+1734","J2033+1734",0.00594895753485,1.1112E-20,168.096678139288,"BT"," ",8.48E9,2.6E8,2.0999999833293252E33,1.37
"J2016+1948","J2016+1948",0.06494038824151,4.0063E-19,15.39873762813,"BT"," ",2.57E9,5.16E9,5.800000053568509E31,1.83
"B2025+21","J2027+2146",0.398173021652,2.028E-16,2.511471007883," "," ",3.11E7,2.87999984E11,1.2999999853491314E32,10.09
"B2034+19","J2037+1942",2.0743770781,2.04E-15,0.48207243059," "," ",1.61E7,2.08000005E12,8.999999749903507E30,2.05
"B2028+22","J2030+2228",0.630512646679,8.8535E-16,1.58601101067," "," ",1.13E7,7.5600003E11,1.400000019202707E32,4.75
"B1944+17","J1946+1805",0.4406184769108,2.4092E-17,2.269537144722," "," ",2.9E8,1.03999996E11,1.0999999631167153E31,0.3
"J1953+1846A","J1953+1846A",0.004888,,204.58,"BT"," ",,,,6.68
"J2007+20","J2007+20",4.634,,0.2158," ","RRAT",,,,3.72
"B1957+20","J1959+2048",0.00160740168481,1.68515E-20,622.122030511927,"BT","HE[aaa+10g]",1.51E9,1.67E8,1.6000000759959216E35,1.53
"B1939+17","J1942+1743",0.69626221476,1.01E-16,1.43624051227," "," ",1.09E8,2.68000002E11,1.200000042445026E31,9.83
"B1942+17","J1944+1755",1.9968990135,7.3E-16,0.50077645051," "," ",4.33E7,1.21999996E12,3.6000000136482405E30,9.5
"B1943+18","J1945+1834",1.06870769134,2.42E-16,0.9357095566," "," ",7.0E7,5.15000009E11,7.799999934832156E30,12.77
"J1947+1957","J1947+1957",0.157508542541,5.226E-16,6.34886199737," "," ",4780000.0,2.90000011E11,5.30000019352883E33,9.51
"J1934+19","J1934+19",0.23099,,4.329192," "," ",,,,4.74
"J1932+1916","J1932+1916",0.208214903876,9.31735E-14,4.8027301667," ","NRAD",35400.0,4.4600001E12,4.100000113248824E35,
"J1931+1952","J1931+1952",0.501123112694,1.008E-16,1.995517617665," "," ",7.88E7,2.26999992E11,3.2000000373955108E31,22.62
"J1936+20","J1936+20",1.39088,,0.718969," "," ",,,,9.03
"J1938+2012","J1938+2012",0.00263,,380.228137," "," ",,,,9.42
"J1935+2025","J1935+2025",0.080118133455,6.07579E-14,12.4815688643," "," ",20900.0,2.23000003E12,4.69999998807907E36,8.64
"J1938+2010","J1938+2010",0.68708185664,3.399E-15,1.45543065988," "," ",3200000.0,1.55000006E12,4.099999932805075E32,14.36
"B1937+21","J1939+2134",0.00155780655654,1.051045E-19,641.92822645342," ","HE[tst+01]",2.35E8,4.09E8,1.0999999940395353E36,1.5
"J1943+2210","J1943+2210",0.00508417368995,8.8E-21,196.6887956594,"ELL1"," ",9.17E9,2.14E8,2.6000000070780506E33,8.35
"J1944+2236","J1944+2236",0.00361799307811,7.5E-21,276.3963275801," "," ",7.68E9,1.66E8,6.200000061653553E33,8.46
"B1944+22","J1946+2244",1.33444985809,8.89E-16,0.74937248031," "," ",2.38E7,1.1E12,1.5000000530562825E31,7.09
"J1949+2306","J1949+2306",1.3193733853,1.231E-16,0.757935555728," "," ",1.7E8,4.08000004E11,2.0999999605919577E30,8.65
"J2017+2043","J2017+2043",0.537143086032,9.9555E-16,1.861701334345," "," ",8550000.0,7.4000001E11,2.499999936844687E32,3.55
"J2019+2425","J2019+2425",0.00393452408033,7.0237E-21,254.160345592754,"BT"," ",8.88E9,1.68E8,4.600000102072953E33,0.91
"J2008+2513","J2008+2513",0.58919550332,5.395E-15,1.69722951782," "," ",1730000.0,1.79999998E12,9.999999747378748E32,3.22
"J1957+2516","J1957+2516",0.00396,,252.525253," "," ",,,,2.29
"J2015+2524","J2015+2524",2.3032990816,5.1E-16,0.43415985705," "," ",7.16E7,1.1E12,1.599999990276046E30,0.69
"J2007+2722","J2007+2722",0.02449738854593,9.611E-19,40.820677605083," "," ",4.04E8,4.9100001E9,2.6000000070780506E33,6.85
"B2016+28","J2018+2839",0.5579534804225,1.481058E-16,1.792264113565," "," ",5.97E7,2.90999992E11,3.3999999686784565E31,0.98
"J2010+2845","J2010+2845",0.5653693451984,9.072E-17,1.768755254406," "," ",9.87E7,2.29000004E11,1.9999999949504848E31,6.03
"B2053+21","J2055+2209",0.8151811027646,1.340139E-15,1.226721272866," "," ",9640000.0,1.05999997E12,9.800000043469479E31,2.15
"J2048+2255","J2048+2255",0.2839009641977,1.516E-17,3.522355067817," "," ",2.97E8,6.6400002E10,2.6000000161729978E31,6.18
"J2055+2539","J2055+2539",0.3195611745,4.08E-15,3.12929129," ","NRAD",1240000.0,1.16000005E12,4.9000000581145276E33,
"J2105+28","J2105+28",0.405737,,2.46465," "," ",,,,4.58
"B2110+27","J2113+2754",1.2028517540847,2.622965E-15,0.831357643703," "," ",7270000.0,1.79999998E12,5.899999905523144E31,2.61
"J2043+2740","J2043+2740",0.09613056295,1.27E-15,10.402518921," ","HE[naa+11]",1200000.0,3.54000011E11,5.599999800324438E34,1.13
"J2036+2835","J2036+2835",1.35872676315,2.09E-15,0.735983147695," "," ",1.03E7,1.71000005E12,3.299999889350146E31,6.78
"B2020+28","J2022+2854",0.343402157786,1.894195E-15,2.912037613413," "," ",2870000.0,8.1600001E11,1.800000027287751E33,2.1
"J2038+35","J2038+35",0.16,,6.25," "," ",,,,3.12
"B2053+36","J2055+3630",0.221507638277,3.691271E-16,4.514517006178," "," ",9510000.0,2.88999997E11,1.3000000035390253E33,5.0
"J2102+38","J2102+38",1.19,,0.840336," "," ",,,,4.86
"J2234+2114","J2234+2114",1.35874531269,2.22E-16,0.73597310008," "," ",9.7E7,5.5600002E11,3.4999999343199294E30,3.38
"J2229+2643","J2229+2643",0.00297781929476,1.46E-21,335.81621348252,"BT"," ",3.23E10,6.67E7,2.2000000171829008E33,1.43
"B2303+30","J2305+3100",1.575886338359,2.8925E-15,0.634563531429," "," ",8630000.0,2.15999998E12,2.9000000267842545E31,2.61
"J2204+27","J2204+27",0.0847,,11.806375," "," ",,,,2.61
"J2222+2923","J2222+2923",0.2813991427542,6.17E-18,3.553671095841," "," ",7.23E8,4.2199998E10,1.0999999631167153E31,4.46
"J2227+30","J2227+30",0.842408,,1.187073," "," ",,,,2.36
"B2210+29","J2212+2933",1.004592528853,4.9517E-16,0.995428466049," "," ",3.21E7,7.1399997E11,1.9000000293090119E31,4.76
"J2214+3000","J2214+3000",0.00311922657908,1.4E-20,320.5922925597,"ELL1","HE",3.53E9,2.12E8,1.79999996908009E34,1.0
"J2155+2813","J2155+2813",1.6090199964,9.164E-16,0.6214963159," "," ",2.78E7,1.22999996E12,8.700000080352763E30,5.06
"J2225+35","J2225+35",0.94,,1.06383," ","RRAT",,,,5.56
"B2310+42","J2313+4253",0.3494336821331,1.123699E-16,2.861773352516," "," ",4.93E7,2.00999993E11,9.999999747378749E31,1.06
"J2302+4442","J2302+4442",0.00519232464641,1.33E-20,192.5919637346,"ELL1","HE",6.19E9,2.66E8,3.800000122282653E33,0.75
"B2303+46","J2305+4707",1.066371071565,5.6909E-16,0.937759872398,"BT"," ",2.97E7,7.8800001E11,1.9000000293090119E31,4.35
"J2207+40","J2207+40",0.6369852,,1.5699," "," ",,,,0.64
"B2154+40","J2157+4017",1.525265633965,3.43256E-15,0.655623504347," "," ",7040000.0,2.32000009E12,3.8000000586180238E31,2.9
"J2111+40","J2111+40",4.061,,0.246245," "," ",,,,7.21
"J2203+50","J2203+50",0.745,,1.342282," "," ",,,,3.6
"J2139+4716","J2139+4716",0.282849345409,1.7857E-15,3.5354509962," ","NRAD",2510000.0,7.1899998E11,3.1000000308267766E33,
"J2138+4911","J2138+4911",0.696,,1.436782," "," ",,,,7.49
"B2148+52","J2150+5247",0.3322056715409,1.0105979E-14,3.010183406447," "," ",521000.0,1.85000002E12,1.0999999940395352E34,5.67
